"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V3";"V4";"V6";"V7";"V8";"V9";"V10";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA";"V2_01";"V21_01";"V22_01";"V2_02";"V21_02";"V22_02";"V2_03";"V21_03";"V22_03";"V5_01";"V5_02";"V5_03";"V11_01";"V11_02"
"TQSMNOSPQHMOLMCDEFOCD00809464";3;2024;8;1;22;1100000;275000;1;482;2;2;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;1;2;1;2;98;0;0;0;330;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORTTHLOLSCDEFIAH00803326";3;2024;2;1;6;378000;94500;1;1167;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;1;"";3;2;"";4;1;1;1;"";1;2;2;2;2;2;2;1;2;3;0;0;0;837;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNORTWHKNRTCDEIJAH00870559";3;2024;33;1;6;890000;445000;1;434;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;271;1;2;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPQPHJMTLCDEIJAH00864997";3;2024;33;1;6;545000;545000;1;1806;3;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1575;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQSVHJMTLCDEIJAH00865007";3;2024;33;1;6;2760000;552000;1;2611;3;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;5;0;5;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;1107;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOWVSHLOKRCDEOHCH00870560";3;2024;91;1;26;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;312;0;2;2;0;2;2;0;2;2;1;2;2;1;2
"TQRMNOVVUHLOKSCDEOHCH00813318";3;2024;91;1;26;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;228;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPSHKOKTCDEOHCH00870561";3;2024;91;1;26;300000;150000;1;94;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;95;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPXHKOKTCDEOHCH00870562";3;2024;91;1;26;1170000;585000;1;156;3;2;1;1;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;134;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPUYHKMLLCDEOHCH00870563";3;2024;91;1;26;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;97;0;0;116;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORTSHLLKTCDEOHCH00808394";3;2024;91;2;26;1500000;750000;1;213;3;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;178;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOVPTHMMKNCDEIJAH00812519";3;2024;33;1;6;427000;427000;1;2282;7;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1;"";7;1;"";3;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;2070;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQSMNOSTQHLLTRCDEIJAH00812520";3;2024;33;1;6;0;0;1;0;2;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;2406;2;2;2;1;1;1;2;2;2;2;2;2;2;2
"TQRMNOTYTHJMPLCDEIJAH00864935";3;2024;33;1;6;0;0;1;0;4;1;1;1;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;0;2;1;"";4;1;"";3;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;2053;1;2;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTPXHKOTMCDEIJAH00870564";3;2024;33;1;6;700000;350000;1;5490;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";3;1;1;2;"";1;1;1;2;2;2;2;1;0;98;0;0;0;3315;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOUPQHKOTMCDEIJAH00870565";3;2024;33;1;6;300000;300000;1;6177;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1;"";2;1;"";3;1;1;2;"";1;1;1;2;2;2;2;1;0;98;0;0;0;4875;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPQRHLLTTCDEIJAH00807714";3;2024;33;1;6;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";1;2;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;2049;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORVTHKLTSCDEIJAH00870566";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;0;3;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;99;0;99;0;0;0;3376;0;2;2;0;2;2;0;2;2;9;9;9;9;9
"TQRMNOQWQHKMTTCDEIJAH00870567";3;2024;33;1;6;1350000;450000;1;5812;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;3143;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSVPHKMTTCDEIJAH00870568";3;2024;33;1;6;0;0;1;0;3;2;1;1;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;1915;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQWYHKNTUCDEIJAH00870569";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2284;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSSSHLOKMCDEIOAH00808194";3;2024;38;1;6;1150000;287500;1;221;4;3;1;1;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;0;4;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;141;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSSWHLOKMCDEIOAH00813195";3;2024;38;1;6;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;96;0;1;0;0;0;178;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPSSHKMKMCDEIOAH00870570";3;2024;38;1;6;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;125;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQRVHMKKMCDEIOAH00813199";3;2024;38;1;6;1480000;740000;1;273;4;2;2;0;1;1;1;2;0;1;1;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;2;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;202;1;1;2;1;1;2;2;2;2;2;2;2;2;2
"TQRMNOPTRHMOKNCDEIOAH00813200";3;2024;38;1;6;1440000;720000;1;138;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;106;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOUPPHJKKOCDEIOAH00865169";3;2024;38;1;6;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;215;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQUXHLLKOCDEIOAH00808254";3;2024;38;1;6;800000;800000;1;177;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;1;0;1;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;147;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWSHLMKQCDEIOAH00808255";3;2024;38;1;6;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;82;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQWRHJMKRCDEIOAH00865045";3;2024;38;1;6;217114;108557;1;237;1;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;"";2;1;"";4;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;178;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOQSQHJNKSCDEIOAH00865046";3;2024;38;1;6;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;131;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNORPQHJNMLCDEGJBF00865369";3;2024;13;1;14;570000;285000;1;516;2;1;2;0;1;1;1;2;0;2;0;1;"";2;"";3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;2;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;484;1;2;1;1;2;1;2;2;2;2;2;2;2;2
"TQRMNORPSHJNMLCDEGJBF00870571";3;2024;13;1;14;4200000;1400000;1;691;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;2;3;0;0;0;594;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPQSHMMMLCDEGJBF00809956";3;2024;13;1;14;420000;420000;1;601;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;550;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQRQHJMLNCDEGIBJ00865062";3;2024;12;1;18;850000;170000;1;359;2;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;2;3;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;3;1;0;0;366;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQRRHMOKUCDEGIBJ00809815";3;2024;12;1;18;765000;191250;1;344;4;3;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";1;1;1;1;"";1;1;1;1;1;2;2;3;2;98;0;0;0;352;0;2;2;0;2;2;0;2;2;2;2;2;1;2
"TQRMNORYYHMOKUCDEGIBJ00809816";3;2024;12;1;18;587000;293500;1;517;1;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";1;2;"";4;2;1;1;"";1;1;2;2;2;2;2;1;2;98;0;0;0;520;0;2;2;0;2;2;0;2;2;2;1;2;2;2
"TQRMNORQUHMOLLCDEGIBJ00809813";3;2024;12;1;18;2511000;502200;1;313;4;3;1;1;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;0;5;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;4;5;0;0;297;1;1;1;1;1;1;2;2;2;2;2;2;2;2
"TQRMNOUYUHLOLQCDEGIBJ00804703";3;2024;12;1;18;411000;82200;1;459;3;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;1;2;1;1;0;98;0;0;0;471;0;2;2;0;2;2;0;2;2;1;1;2;2;2
"TQRMNOQYYHMOLPCDEGIBJ00809818";3;2024;12;1;18;1746000;582000;1;203;5;3;1;1;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";5;1;"";5;1;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;202;2;2;2;1;2;2;2;2;2;2;2;2;1;2
"TQRMNOTQWHMOLPCDEGIBJ00809819";3;2024;12;1;18;140000;20000;1;260;5;3;2;0;1;1;1;2;0;1;1;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;7;1;6;1;"";5;2;"";4;1;1;1;"";1;1;1;1;1;1;2;2;0;98;0;0;0;257;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOVPWHMMLMCDEOHCH00813295";3;2024;91;1;26;800000;266666,67;1;245;1;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;214;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORWQHLMKUCDEOHCH00808355";3;2024;91;1;26;2200000;733333,33;1;146;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;3;2;0;0;0;132;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORTTHJNKUCDEOHCH00865085";3;2024;91;1;26;1245000;622500;1;143;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;123;1;1;2;1;1;2;1;1;2;2;2;2;2;2
"TQRMNORTXHJNKUCDEOHCH00865452";3;2024;91;1;26;400000;133333,33;1;182;2;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;170;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQQVHLMLLCDEOHCH00808357";3;2024;91;1;26;1445000;361250;1;213;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;182;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQTPHLMLMCDEOHCH00808358";3;2024;91;1;26;1900000;633333,33;1;265;3;2;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;97;0;0;0;246;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSUTHLLLOCDEOHCH00808360";3;2024;91;1;26;0;0;1;0;3;2;1;1;2;2;2;0;0;0;0;1;"";1;"";1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;97;0;98;0;0;0;132;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPWPHJMLPCDEOHCH00865086";3;2024;91;1;26;4000000;2000000;1;186;4;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;174;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTYRHKMLOCDEOHCH00870572";3;2024;91;1;26;2110000;2110000;1;276;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;250;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQWSHMLLQCDEOHCH00813299";3;2024;91;1;26;500000;500000;1;86;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;77;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQQVHKOTRCDEIJAH00870573";3;2024;33;1;6;1970000;656666,67;1;5622;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;2;1;"";2;1;"";1;2;1;1;"";1;1;1;2;2;1;2;1;0;2;0;0;0;2741;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORYUHKOTRCDEIJAH00870574";3;2024;33;1;6;0;0;1;0;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;2177;1;1;2;1;1;2;2;2;2;2;2;2;2;2
"TQRMNORYWHKOTRCDEIJAH00870575";3;2024;33;1;6;0;0;1;0;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;2177;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQYSHLKPLCDEIJAH00865385";3;2024;33;1;6;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2;2;3;1;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;1720;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQSTHLMSLCDEIJAH00807700";3;2024;33;1;6;660000;330000;1;3840;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;2376;1;2;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSRTHLMSLCDEIJAH00812469";3;2024;33;1;6;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;1;2;2;1;0;98;0;0;0;2376;2;2;2;1;1;1;1;1;2;2;2;2;2;2
"TQRMNOQQVHLOKMCDEFIAH00803417";3;2024;2;1;6;265000;88333,33;1;657;2;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;0;3;1;"";2;2;"";5;1;1;1;"";1;1;1;2;2;2;2;1;0;2;3;0;0;510;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQYUHJNLRCDEFIAH00865152";3;2024;2;1;6;230000;230000;1;569;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;549;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQSSHMOLQCDEFIAH00808568";3;2024;2;1;6;1000000;500000;1;1554;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1310;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOUYRHMOLQCDEFIAH00870576";3;2024;2;1;6;0;0;1;0;3;1;1;1;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;936;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPRWHJOKTCDEIOAH00865048";3;2024;38;1;6;730902;146180,4;1;246;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";1;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;167;2;2;2;2;2;2;1;1;2;1;2;2;2;2
"TQRMNORRQHJOKTCDEIOAH00865049";3;2024;38;1;6;870000;217500;1;169;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;117;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORRTHLNKRCDEIOAH00808248";3;2024;38;1;6;180000;180000;1;124;3;1;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;102;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQVSHMNKSCDEIOAH00813203";3;2024;38;1;6;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;99;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORUSHMNKTCDEIOAH00813161";3;2024;38;1;6;350000;350000;1;160;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;151;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQVWHJLLLCDEIOAH00865393";3;2024;38;1;6;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;182;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTQRHJLLLCDEIOAH00865395";3;2024;38;1;6;913000;182600;1;226;2;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;5;1;4;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;163;0;2;2;0;2;2;0;2;2;1;2;2;1;2
