jurisdiccion,fecha,salario_promedio,ipc_nacional,ipc_regional,ipc_region,salario_real_nac,salario_real_reg,salario_real_nac_ma12,salario_real_reg_ma12
Entre Ríos,2022-05-01,114778.24894479048,753.147,762.1563,Pampeana,15239.820240244,15059.673316981107,16176.901227959945,15950.136099877844
Formosa,2022-05-01,108631.8316419152,753.147,787.698,NEA,14423.722280234162,13791.050839524183,15396.92762235117,14836.348404076376
Jujuy,2022-05-01,113776.391337867,753.147,777.6674,NOA,15106.797389867714,14630.46944463237,16057.22413028593,15683.293751958201
La Pampa,2022-05-01,120465.56201172675,753.147,762.1563,Pampeana,15994.960082391186,15805.88679929914,17480.12707063529,17234.917736104006
La Rioja,2022-05-01,101438.13669761996,753.147,777.6674,NOA,13468.570770064804,13043.897262199747,14530.490035847522,14193.64267973938
Mendoza,2022-05-01,114213.79034996404,753.147,786.3491,Cuyo,15164.873570493413,14524.565533293551,15846.763843541738,15219.19529972034
Misiones,2022-05-01,96671.04610307596,753.147,787.698,NEA,12835.614574986816,12272.602711074036,13748.115833862485,13247.099114120982
Neuquén,2022-05-01,230559.34459049607,753.147,744.3162,Patagonia,30612.79465901027,30975.994421523552,30505.70179673156,30774.35952431823
Río Negro,2022-05-01,138239.5862587739,753.147,744.3162,Patagonia,18354.927558467854,18572.696155044578,19176.73268671079,19343.93361119316
Salta,2022-05-01,113078.9713699452,753.147,777.6674,NOA,15014.196613668406,14540.788436026145,15781.549037155884,15413.535021010828
San Juan,2022-05-01,121421.89932096828,753.147,786.3491,Cuyo,16121.938920419023,15441.220613207071,17062.62955070628,16387.766877066526
San Luis,2022-05-01,131732.6843301256,753.147,786.3491,Cuyo,17490.96581811062,16752.442945521983,18996.829580543163,18244.132072124336
Santa Cruz,2022-05-01,262584.21870928217,753.147,744.3162,Patagonia,34864.93589024216,35278.584385141985,37471.50648587039,37800.454873016235
Santa Fe,2022-05-01,133071.6901997113,753.147,762.1563,Pampeana,17668.753935116423,17459.895063481243,19128.57629955612,18860.32973601207
Santiago del Estero,2022-05-01,92638.00926827214,753.147,777.6674,NOA,12300.12325193782,11912.291716005086,13142.226494853621,12836.134352039377
Tierra del Fuego,2022-05-01,182232.22223076777,753.147,744.3162,Patagonia,24196.102783489514,24483.172908337583,27315.712861569013,27558.40409891949
Tucumán,2022-05-01,101119.16547194132,753.147,777.6674,NOA,13426.218981412834,13002.880855226966,14408.063353833366,14073.109729340704
Buenos Aires,2022-06-01,209743.2142093992,793.0278,776.6701,GBA,26448.40624873418,27005.444681004094,20253.874329901697,20693.041941100142
C.A.B.A.,2022-06-01,251270.48185562264,793.0278,776.6701,GBA,31684.95251435355,32352.27954000323,24975.394386412318,25516.40310068378
Catamarca,2022-06-01,157752.20034838052,793.0278,818.411,NOA,19892.392214797583,19275.42522624702,15126.70755254352,14766.830678358425
Chaco,2022-06-01,150562.2965049105,793.0278,826.4822,NEA,18985.75264384307,18217.24611914334,14606.23858595578,14064.16209535063
Chubut,2022-06-01,340676.56676279777,793.0278,782.142,Patagonia,42958.968999926336,43556.86905482608,31692.854807693846,31981.12763158123
Corrientes,2022-06-01,152653.00206172658,793.0278,826.4822,NEA,19249.388490759917,18470.210497180287,14794.597348777015,14245.081398877897
Córdoba,2022-06-01,178928.39474809103,793.0278,801.4471,Pampeana,22562.688817225706,22325.665006223247,17458.558122225826,17229.712616733214
Entre Ríos,2022-06-01,168794.49774872174,793.0278,801.4471,Pampeana,21284.814699903553,21061.215113102506,16201.428622550076,15989.117683858056
Formosa,2022-06-01,155940.2822485251,793.0278,826.4822,NEA,19663.911183003307,18867.954113049873,15395.890285804433,14824.789240489672
Jujuy,2022-06-01,169427.60197543987,793.0278,818.411,NOA,21364.648499767587,20702.019153633064,16115.136074972737,15731.466478401248
La Pampa,2022-06-01,177612.42684724403,793.0278,801.4471,Pampeana,22396.746601726198,22161.466034033194,17478.401312633254,17248.922097402294
La Rioja,2022-06-01,152209.7342110579,793.0278,818.411,NOA,19193.49286507458,18598.20239599149,14586.493163646403,14240.791332766885
Mendoza,2022-06-01,163714.92820436,793.0278,827.9972,Cuyo,20644.28614032951,19772.40118739049,15881.901674186183,15260.89022478341
Misiones,2022-06-01,137957.2599977105,793.0278,826.4822,NEA,17396.270344836652,16692.102987542923,13847.497568539186,13333.75865417384
Neuquén,2022-06-01,345899.8766882013,793.0278,782.142,Patagonia,43617.62307553421,44224.69023376845,30912.52367931358,31194.67743144214
Río Negro,2022-06-01,201374.96698796932,793.0278,782.142,Patagonia,25393.178774813357,25746.59933720083,19239.09735484749,19412.150421725702
Salta,2022-06-01,165351.25457965405,793.0278,818.411,NOA,20850.62523402762,20203.938434314063,15808.832944088883,15432.0859378798
San Juan,2022-06-01,177028.23012311145,793.0278,827.9972,Cuyo,22323.079988256584,21380.293329870132,17143.951595055565,16474.142651196078
San Luis,2022-06-01,191761.7773838695,793.0278,827.9972,Cuyo,24180.96533108543,23159.71326761365,18926.158707432194,18186.39814364828
Santa Cruz,2022-06-01,409142.39392413915,793.0278,782.142,Patagonia,51592.440255453745,52310.500385369814,37783.14472716906,38126.10820198899
Santa Fe,2022-06-01,195211.46624916475,793.0278,801.4471,Pampeana,24615.967592707944,24357.37383654701,19115.447970451954,18864.702625819304
Santiago del Estero,2022-06-01,134516.85363522853,793.0278,818.411,NOA,16962.438597389464,16436.344774841557,13151.2837546878,12838.434047961106
Tierra del Fuego,2022-06-01,281163.61182315403,793.0278,782.142,Patagonia,35454.445836974955,35947.898440839905,27306.4977440076,27556.25338295094
Tucumán,2022-06-01,143584.91320677957,793.0278,818.411,NOA,18105.91169777145,17544.352801560533,14464.155078646007,14120.762581670555
Buenos Aires,2022-07-01,154519.68237234346,851.761,833.8894,GBA,18141.201859716923,18529.9971881575,20198.00905432032,20628.245427971284
C.A.B.A.,2022-07-01,187877.4124419232,851.761,833.8894,GBA,22057.52698725619,22530.255504137982,24923.79860976548,25454.378544686148
Catamarca,2022-07-01,117224.68801159936,851.761,873.5624,NOA,13762.626841520023,13419.154488746235,15127.294666228112,14766.410535465095
Chaco,2022-07-01,110161.84232675546,851.761,887.9574,NEA,12933.421737641835,12406.208037317496,14563.524279446927,14015.43640394861
Chubut,2022-07-01,255311.89890956297,851.761,845.0397,Patagonia,29974.593684092484,30213.006431480433,31704.73255422547,31992.880415114287
Corrientes,2022-07-01,112143.50574819,851.761,887.9574,NEA,13166.076604609745,12629.379038700505,14771.486837264616,14215.16187360417
Córdoba,2022-07-01,132323.6997262744,851.761,861.702,Pampeana,15535.30858143005,15356.085946913714,17420.22720063972,17199.989912577777
Entre Ríos,2022-07-01,123173.80388881042,851.761,861.702,Pampeana,14461.07580516253,14294.24602575025,16169.883812896474,15965.512805692311
Formosa,2022-07-01,115425.05246795868,851.761,887.9574,NEA,13551.342743792997,12998.94031717723,15336.66629359483,14759.756354904324
Jujuy,2022-07-01,126024.81262411762,851.761,873.5624,NOA,14795.795137851772,14426.538118412333,16091.741366838218,15707.567705471003
La Pampa,2022-07-01,132128.90917677892,851.761,861.702,Pampeana,15512.439425704972,15333.480620536906,17437.29658781797,17216.46290780821
La Rioja,2022-07-01,114792.22414064484,851.761,873.5624,NOA,13477.046277141693,13140.701126862243,14578.677858239593,14232.191800712253
Mendoza,2022-07-01,122588.44216942746,851.761,888.7017,Cuyo,14392.35209987631,13794.104610065162,15853.796073543228,15242.574060940538
Misiones,2022-07-01,104299.73333811812,851.761,887.9574,NEA,12245.18771558197,11746.028957934031,13820.052476388166,13300.182209609608
Neuquén,2022-07-01,252122.13117339375,851.761,845.0397,Patagonia,29600.102748704598,29835.53685979413,31063.709328216966,31346.86119955844
Río Negro,2022-07-01,148836.02815667426,851.761,845.0397,Patagonia,17473.9191107217,17612.903648985277,19205.216128371332,19377.868185757077
Salta,2022-07-01,123770.18746365324,851.761,873.5624,NOA,14531.093518446283,14168.442627985505,15798.056852605298,15420.520887803585
San Juan,2022-07-01,130702.25115427756,851.761,888.7017,Cuyo,15344.944315867664,14707.100386358838,17123.8422550452,16463.991752358084
San Luis,2022-07-01,142775.55929838977,851.761,888.7017,Cuyo,16762.396881095727,16065.633642693581,18806.220168096057,18082.09843175581
Santa Cruz,2022-07-01,310943.0967074579,851.761,845.0397,Patagonia,36505.90913501063,36796.270838808865,37807.40725373302,38150.297322562736
Santa Fe,2022-07-01,144438.1401674619,851.761,861.702,Pampeana,16957.59023569545,16761.959490341433,19052.88473634472,18811.90173180914
Santiago del Estero,2022-07-01,100447.0719062766,851.761,873.5624,NOA,11792.870524275777,11498.557161603636,13118.022610953833,12805.123222737333
Tierra del Fuego,2022-07-01,209965.64694655832,851.761,845.0397,Patagonia,24650.770221524384,24846.838195478664,27260.798434320663,27510.005230639235
Tucumán,2022-07-01,106612.16194613471,851.761,873.5624,NOA,12516.675680869954,12204.298393123914,14414.853123918167,14071.745154270173
Buenos Aires,2022-08-01,165442.5454888767,911.1316,891.851,GBA,18157.91983165513,18550.46924753986,20145.749898583745,20569.535980332097
C.A.B.A.,2022-08-01,198283.42586573673,911.1316,891.851,GBA,21762.32564711143,22232.797391687258,24866.521793396012,25389.50502466292
Catamarca,2022-08-01,128981.29611192536,911.1316,940.0434,NOA,14156.16537851671,13720.780988614499,15136.428916619478,14766.506981217335
Chaco,2022-08-01,120165.27657081035,911.1316,955.6421,NEA,13188.575236640934,12574.297069039796,14516.414457351108,13958.827796611473
Chubut,2022-08-01,270832.75295951,911.1316,899.4604,Patagonia,29724.877609283885,30110.58107277541,31706.18409919465,32029.18474862433
Corrientes,2022-08-01,121753.71365893768,911.1316,955.6421,NEA,13362.911972204418,12740.51380312124,14727.418622115525,14161.336021927265
Córdoba,2022-08-01,141288.82753303053,911.1316,921.3802,Pampeana,15506.961621463961,15334.476205699943,17370.82505161836,17157.269710921908
Entre Ríos,2022-08-01,135801.36564353653,911.1316,921.3802,Pampeana,14904.6927626631,14738.906440960696,16167.47714074064,15968.821132160647
Formosa,2022-08-01,125111.79661820256,911.1316,955.6421,NEA,13731.473764953662,13091.909263750787,15277.395412098316,14690.967492043792
Jujuy,2022-08-01,134855.0549726513,911.1316,940.0434,NOA,14800.831731953022,14345.620103566634,16082.83959607457,15689.646018301406
La Pampa,2022-08-01,143512.44421564956,911.1316,921.3802,Pampeana,15751.011622870898,15575.811615622908,17381.517762003343,17167.55906357152
La Rioja,2022-08-01,125033.56923963835,911.1316,940.0434,NOA,13722.888026234448,13300.829434006806,14558.109948887794,14203.547511382894
Mendoza,2022-08-01,132855.07024734313,911.1316,946.058,Cuyo,14581.326149520344,14043.015359242578,15822.502846394083,15218.935794616284
Misiones,2022-08-01,114195.47465373237,911.1316,955.6421,NEA,12533.367809187208,11949.606934827627,13800.47336627397,13270.65992541681
Neuquén,2022-08-01,270939.7783966142,911.1316,899.4604,Patagonia,29736.624039448765,30122.479922030387,31240.026002050654,31557.852956130184
Río Negro,2022-08-01,164312.61701820395,911.1316,899.4604,Patagonia,18033.906080988076,18267.910073440024,19196.821187627633,19390.628380961858
Salta,2022-08-01,133996.54273546668,911.1316,940.0434,NOA,14706.606898000977,14254.293231085572,15783.47174215939,15397.106880989777
San Juan,2022-08-01,138672.74901582277,911.1316,946.058,Cuyo,15219.837509293142,14657.954270861066,17096.885288516132,16444.78452190492
San Luis,2022-08-01,150680.7204870148,911.1316,946.058,Cuyo,16537.75596050173,15927.218044455498,18699.31804144021,17986.887054128867
Santa Cruz,2022-08-01,333095.6219199639,911.1316,899.4604,Patagonia,36558.453457213414,37032.82789547643,37772.67148413632,38158.46678506474
Santa Fe,2022-08-01,155359.610951952,911.1316,921.3802,Pampeana,17051.28117079377,16861.618141126975,18993.656987403323,18760.09836694891
Santiago del Estero,2022-08-01,108471.78741315105,911.1316,940.0434,NOA,11905.172360738123,11539.019093496221,13091.503685128675,12771.799622119195
Tierra del Fuego,2022-08-01,214707.51511995855,911.1316,899.4604,Patagonia,23564.929053054304,23870.702381111892,27169.647153083126,27446.585193419793
Tucumán,2022-08-01,115514.35163744952,911.1316,940.0434,NOA,12678.119344938701,12288.193463987887,14387.659062251721,14037.28026248162
Buenos Aires,2022-09-01,180694.5821364303,967.3076,945.6836,GBA,18680.15739113704,19107.2978463865,20132.514710950058,20557.11672245136
C.A.B.A.,2022-09-01,212139.4260947496,967.3076,945.6836,GBA,21930.916917715687,22432.389236183182,24809.21759239598,25332.23348465569
Catamarca,2022-09-01,138277.77954307428,967.3076,997.7785,NOA,14295.119726452504,13858.56475591269,15169.23375471402,14786.76145919352
Chaco,2022-09-01,127650.91718127404,967.3076,1021.0723,NEA,13196.517548427619,12501.65313281675,14484.29380187904,13902.374580090074
Chubut,2022-09-01,286862.38593596313,967.3076,954.6011,Patagonia,29655.756445619074,30050.498154251356,31759.038231011204,32122.184117663317
Corrientes,2022-09-01,127865.82545846904,967.3076,1021.0723,NEA,13218.734708428741,12522.70044525437,14710.76405072933,14119.847558887326
Córdoba,2022-09-01,150660.05600394652,967.3076,979.0952,Pampeana,15575.196142772631,15387.682015389975,17342.240559596987,17132.15030160299
Entre Ríos,2022-09-01,142990.2480522808,967.3076,979.0952,Pampeana,14782.293455802559,14604.325304861144,16178.982160688121,15983.058808362433
Formosa,2022-09-01,130316.37440038093,967.3076,1021.0723,NEA,13472.071800157564,12762.698038168397,15208.245908215951,14598.055812761893
Jujuy,2022-09-01,151274.8435087775,967.3076,997.7785,NOA,15638.752709973282,15161.164878655683,16109.03774073496,15702.313487715155
La Pampa,2022-09-01,153937.22635081605,967.3076,979.0952,Pampeana,15913.989133427262,15722.396182803885,17344.314414485918,17134.011265672416
La Rioja,2022-09-01,132707.49676968338,967.3076,997.7785,NOA,13719.265388763966,13300.296285165834,14539.279665816788,14173.707380602944
Mendoza,2022-09-01,139343.78083439535,967.3076,1003.4171,Cuyo,14405.322653765497,13886.925071776766,15781.652013257679,15179.357832683065
Misiones,2022-09-01,120075.73975452191,967.3076,1021.0723,NEA,12413.397739718153,11759.768603508479,13763.088595687479,13210.599245636246
Neuquén,2022-09-01,302570.7179859126,967.3076,954.6011,Patagonia,31279.679595809295,31696.03701335695,31478.747176711648,31838.369167127785
Río Negro,2022-09-01,175831.20295966216,967.3076,954.6011,Patagonia,18177.382557488658,18419.337978938238,19201.627884935668,19420.124657840675
Salta,2022-09-01,142993.64173339712,967.3076,997.7785,NOA,14782.644293645282,14331.200936219522,15779.541583634817,15380.976987229396
San Juan,2022-09-01,146382.32305519417,967.3076,1003.4171,Cuyo,15132.965258951152,14588.382344211013,17083.70790606393,16431.87890217116
San Luis,2022-09-01,160999.34578306007,967.3076,1003.4171,Cuyo,16644.06914440247,16045.106843710362,18630.111015472685,17919.939195563264
Santa Cruz,2022-09-01,332626.01762361947,967.3076,954.6011,Patagonia,34386.788403566716,34844.503910965475,37707.778905755964,38140.50214039147
Santa Fe,2022-09-01,164724.1751957019,967.3076,979.0952,Pampeana,17029.141009095958,16824.12243423335,18938.478992003063,18709.05325077337
Santiago del Estero,2022-09-01,116239.73685509375,967.3076,997.7785,NOA,12016.832789806856,11649.853835805618,13076.848049304866,12747.462550742173
Tierra del Fuego,2022-09-01,222753.34615526532,967.3076,954.6011,Patagonia,23028.18112410833,23334.704533156866,27054.810702302875,27363.38947279103
Tucumán,2022-09-01,125354.69014536924,967.3076,997.7785,NOA,12959.134213911815,12563.378560007983,14380.798047409655,14019.794667798882
Buenos Aires,2022-10-01,185485.00511559108,1028.706,1007.6275,GBA,18030.90534278901,18408.092783850287,20048.815639869226,20473.69488804765
C.A.B.A.,2022-10-01,225537.2741762556,1028.706,1007.6275,GBA,21924.366551401043,22383.001076911416,24730.79041116548,25254.60191441083
Catamarca,2022-10-01,145069.82911712962,1028.706,1060.4604,NOA,14102.166130763271,13679.891216789389,15168.451712285449,14771.441739560252
Chaco,2022-10-01,134864.29445318243,1028.706,1084.624,NEA,13110.09116824267,12434.19788361519,14430.543135643902,13826.355520625177
Chubut,2022-10-01,293251.01905666513,1028.706,1017.5863,Patagonia,28506.786103771647,28818.29472907262,31735.84452405711,32117.023964544223
Corrientes,2022-10-01,136341.19651727294,1028.706,1084.624,NEA,13253.660085318152,12570.36507741604,14673.62548556017,14059.685694507552
Córdoba,2022-10-01,158782.5336589718,1028.706,1039.2079,Pampeana,15435.171337483385,15279.188472198084,17283.512952654102,17078.296132845833
Entre Ríos,2022-10-01,149463.21352259672,1028.706,1039.2079,Pampeana,14529.244849606861,14382.41698534015,16155.080012949311,15963.327112100644
Formosa,2022-10-01,141627.59244563337,1028.706,1084.624,NEA,13767.548011349538,13057.759412075831,15147.183198674207,14513.745133500335
Jujuy,2022-10-01,156428.9092870224,1028.706,1060.4604,NOA,15206.376679733801,14751.037312380773,16086.829445599134,15664.80440996296
