fecha,la_rioja_region,pob_NBI_TOT,pob_NBI_HAC,pob_NBI_VIV,pob_NBI_SAN,pob_NBI_ESC,pob_NBI_SUB,pob_base,pct_pob_NBI_TOT,pct_pob_NBI_HAC,pct_pob_NBI_VIV,pct_pob_NBI_SAN,pct_pob_NBI_ESC,pct_pob_NBI_SUB
2022-Q4,2. NOA-Resto,178042,133650,9324,24565,8762,17049,2562725,6.94737047478758,5.215151840326215,0.3638314684564282,0.95854998097728,0.34190168668116944,0.6652684154562039
2022-Q4,3. La Rioja,13189,9888,1374,0,1800,127,230687,5.717270587419318,4.286327361316416,0.595612236493604,0,0.7802780390745903,0.055052950534707205
2023-Q1,1. Resto país,1417352,1100825,44482,108589,112724,121372,26535131,5.341417006759832,4.148556869758811,0.16763437120397107,0.40922729946198494,0.42481041454063295,0.45740117130003993
2023-Q1,2. NOA-Resto,176815,138054,11740,11502,4244,26338,2568380,6.88430060972286,5.375139192798573,0.45709747000054507,0.4478309284451678,0.16524034605471155,1.025471308762722
2023-Q1,3. La Rioja,5578,4796,404,0,0,378,231644,2.40800538757749,2.070418400649272,0.17440555334910468,0,0,0.16318143357911277
2023-Q2,1. Resto país,1397638,1068208,108688,94158,91686,182284,26592646,5.255731227347591,4.016930094132039,0.4087144994898213,0.35407533345873143,0.34477953040099885,0.6854677041163937
2023-Q2,2. NOA-Resto,146970,113931,9348,2478,4528,17652,2573716,5.710420263929664,4.4267121935753595,0.3632102376485984,0.09628101935100843,0.1759323872564028,0.6858565591541569
2023-Q2,3. La Rioja,8527,5658,97,1128,0,1644,232491,3.667668855998727,2.433642592616488,0.04172204515443609,0.4851800714866382,0,0.7071241467411641
2023-Q3,1. Resto país,1401379,1114866,62029,29313,100591,154478,26651235,5.258214112779389,4.183168247175037,0.23274343571695644,0.1099873983325726,0.3774346667236997,0.5796279234339422
2023-Q3,2. NOA-Resto,149504,109529,6648,15010,2780,22501,2579179,5.796573250635182,4.246661437612512,0.25775644110005547,0.5819681379229592,0.10778623740345282,0.8724093984946373
2023-Q3,3. La Rioja,8402,6911,208,1140,0,143,233405,3.599751504894925,2.9609477089179754,0.08911548595788436,0.48842141342302003,0,0.0612668965960455
2023-Q4,1. Resto país,1345172,1080447,35248,43903,86500,124921,26709576,5.036291103984579,4.045167171504333,0.1319676508530124,0.16437175940194632,0.3238538867108935,0.46770117204406386
2023-Q4,2. NOA-Resto,171339,133979,11553,13503,5105,13433,2584731,6.6288909755019,5.183479441380941,0.4469710774544817,0.5224141312964482,0.1975060460837124,0.5197059191072494
2023-Q4,3. La Rioja,7162,6572,198,0,0,590,234303,3.0567256927994944,2.804915003222323,0.08450596023098296,0,0,0.25181068957717145
2024-Q1,1. Resto país,1354309,1009552,34537,61633,163025,119132,26767867,5.0594580434817615,3.7715070834743765,0.12902410192041075,0.23024994856706366,0.6090324641855102,0.4450560068906499
2024-Q1,2. NOA-Resto,159447,123529,12831,3468,5920,16453,2590164,6.155865034028733,4.769157474198545,0.49537403809179653,0.13389113585085732,0.22855695623906438,0.6352107434123863
2024-Q1,3. La Rioja,7865,6167,0,0,1480,218,235183,3.344204300480902,2.622213340249933,0,0,0.6292971855958976,0.09269377463507142
2024-Q2,1. Resto país,1341183,973690,44572,40365,137289,169447,26824832,4.999781545696167,3.62980838053338,0.16615947492234062,0.15047624529391274,0.511798172678211,0.6316796317680573
2024-Q2,2. NOA-Resto,137353,102195,9300,4306,7728,16439,2595440,5.292089202601486,3.937482661899331,0.3583207471565515,0.16590635884474308,0.2977529821533151,0.6333800819899515
2024-Q2,3. La Rioja,5434,4139,0,0,1295,0,236070,2.3018596179099418,1.7532935146354895,0,0,0.5485661032744525,0
2024-Q3,1. Resto país,1433685,1108540,71998,74993,130335,105810,26882224,5.333208294075669,4.1236915517109,0.2678275428402055,0.2789687341344972,0.48483711764324255,0.3936058266607703
2024-Q3,2. NOA-Resto,153537,122658,7207,5996,6417,15599,2600990,5.903021541797546,4.715819745558422,0.2770868015640198,0.23052760679587386,0.2467137513023887,0.5997331785204865
2024-Q3,3. La Rioja,9414,9200,214,0,0,0,236931,3.973308684806969,3.8829870299791924,0.09032165482777686,0,0,0
2024-Q4,1. Resto país,1385895,1107552,28460,51554,106024,131323,26939516,5.144468816737465,4.111254263068424,0.10564406576569527,0.1913694366298192,0.39356312117856906,0.48747349432706955
2024-Q4,2. NOA-Resto,178325,134316,11872,4521,7684,28072,2606262,6.8421747314736585,5.153587782041867,0.4555182863426624,0.17346682720309778,0.29482837872784856,1.077098158205123
2024-Q4,3. La Rioja,10814,10614,200,0,0,0,237795,4.547614541937383,4.463508484198575,0.08410605773880864,0,0,0
2025-Q1,1. Resto país,1210944,868804,26111,19575,165670,150152,26996713,4.485523848773738,3.2181843767424576,0.09671918207227673,0.07250882727834311,0.613667300904373,0.5561862290420319
2025-Q1,2. NOA-Resto,163125,114408,10704,4609,20682,25608,2611789,6.245718930587425,4.380445740448406,0.4098340256429597,0.17646907924032149,0.7918710125511671,0.9804773662803542
2025-Q1,3. La Rioja,7596,7259,0,0,0,337,238676,3.182557106705324,3.041361511002363,0,0,0,0.14119559570296134
2025-Q2,1. Resto país,1123479,935725,19502,15320,38616,136741,27052274,4.152992831582292,3.4589513620925176,0.07209005793745843,0.05663109873868644,0.1427458556718744,0.505469521711927
2025-Q2,2. NOA-Resto,155430,105430,7977,4240,8029,36588,2617068,5.939089087482633,4.028554091831011,0.30480675320625983,0.16201336763125757,0.3067937096017375,1.398053088418031
2025-Q2,3. La Rioja,6216,6017,199,0,0,0,239527,2.595114538235773,2.5120341339389713,0.08308040429680162,0,0,0
2025-Q3,1. Resto país,1231816,1005453,16208,43025,83149,124755,27107723,4.544151495129267,3.709101646051201,0.05979107872690007,0.15871860576412117,0.3067354642807882,0.4602193994678196
2025-Q3,2. NOA-Resto,137948,93956,6759,6707,3980,32154,2622347,5.260478495027546,3.5828973053528,0.2577462097884071,0.25576325329942984,0.15177243896402726,1.2261535182033498
2025-Q3,3. La Rioja,10750,10555,195,0,0,0,240386,4.471974241428369,4.390854708676878,0.08111953275149135,0,0,0
2025-Q4,1. Resto país,1215639,899246,23301,53219,104820,151398,27163889,4.475202354125361,3.3104464533778653,0.08577932268829401,0.19591819124279297,0.3858799452464262,0.557350238031086
2025-Q4,2. NOA-Resto,143796,111494,11868,5803,6010,15739,2627639,5.472441229560072,4.243124721470491,0.45166021664315376,0.22084464418437996,0.22872243866071404,0.5989787790484157
2025-Q4,3. La Rioja,11642,11642,0,0,0,0,241217,4.826359667850939,4.826359667850939,0,0,0,0
