fecha,la_rioja_region,salario_nominal,salario_sa,salario_real_sa,ipc_nacional,indice_salario_real_sa,indice_salario_sa,indice_ipc,fecha_base
2021-02-01,2. NOA-Resto,57447.833367880696,61865.7382535263,14876.596122855508,415.8595,94.8590287430054,5.016200117903998,5.28805764129635,2025-01-01
2021-02-01,3. La Rioja,50176.86177461651,60217.8817551824,14480.342941590226,415.8595,98.70919859219316,5.219799318816859,5.28805764129635,2025-01-01
2021-03-01,1. Resto país,82882.50877185407,87935.4510552744,20174.895857892556,435.8657,93.88778959383139,5.203689347535231,5.542455914711536,2025-01-01
2021-03-01,2. NOA-Resto,60442.23840093084,63062.4328273335,14468.317380177768,435.8657,92.25568287900597,5.113230552384986,5.542455914711536,2025-01-01
2021-03-01,3. La Rioja,52340.28786372152,62571.7007857575,14355.729479460646,435.8657,97.85973701312517,5.42383278220511,5.542455914711536,2025-01-01
2021-04-01,1. Resto país,85451.47216853226,90865.8702110008,20029.937202951434,453.6503,93.21319638696768,5.377100534507837,5.768604385354624,2025-01-01
2021-04-01,2. NOA-Resto,61103.919485322724,65343.3522099497,14403.9036698421,453.6503,91.84495572410343,5.298172143627643,5.768604385354624,2025-01-01
2021-04-01,3. La Rioja,57672.304420840745,64349.447723565,14184.813219249494,453.6503,96.69463980929022,5.577931232441576,5.768604385354624,2025-01-01
2021-05-01,1. Resto país,87469.3116213505,94289.9986468184,20116.27257919215,468.725,93.61497479990665,5.5797275802809505,5.960293844234967,2025-01-01
2021-05-01,2. NOA-Resto,62014.641265456055,66858.6933134316,14263.948650793453,468.725,90.95254746988812,5.421039088022629,5.960293844234967,2025-01-01
2021-05-01,3. La Rioja,59597.9535239136,65971.2811341998,14074.623955240237,468.725,95.94350470236003,5.718514804718051,5.960293844234967,2025-01-01
2021-06-01,1. Resto país,127893.41624918574,97367.6460961816,20133.717854426537,483.6049,93.69615977068169,5.761851184078167,6.149506231824346,2025-01-01
2021-06-01,2. NOA-Resto,91616.86409666824,70341.1779033804,14545.17477043355,483.6049,92.74575583192998,5.703406034637127,6.149506231824346,2025-01-01
2021-06-01,3. La Rioja,89570.66553438736,68092.028435813,14080.094812069316,483.6049,95.980798286869,5.902345172005765,6.149506231824346,2025-01-01
2021-07-01,1. Resto país,95522.33602883352,102774.039893194,20633.26804370178,498.0987,96.02091343447245,6.081781240414718,6.333808982732817,2025-01-01
