jurisdiccion,fecha,salario_promedio
La Rioja,2019-09-01,35879.6025886658
Mendoza,2019-09-01,38039.93172103411
Misiones,2019-09-01,31608.88623451445
Neuquén,2019-09-01,78439.74310753215
Río Negro,2019-09-01,47024.8904714326
Salta,2019-09-01,36791.85779482708
San Juan,2019-09-01,37687.526418554145
San Luis,2019-09-01,43106.32108888103
Santa Cruz,2019-09-01,91255.2148118287
Santa Fe,2019-09-01,43126.269110572444
Santiago del Estero,2019-09-01,30509.40849286644
Tierra del Fuego,2019-09-01,64846.72663727811
Tucumán,2019-09-01,32384.1879442591
Buenos Aires,2019-10-01,50177.32354894574
C.A.B.A.,2019-10-01,60282.71253038982
Catamarca,2019-10-01,36953.582348028336
Chaco,2019-10-01,36460.0268500908
Chubut,2019-10-01,82297.25654529175
Corrientes,2019-10-01,36525.00580028736
Córdoba,2019-10-01,43372.67715507527
Entre Ríos,2019-10-01,38177.625637016645
Formosa,2019-10-01,38806.04170533771
Jujuy,2019-10-01,40589.83816868208
La Pampa,2019-10-01,45861.97330210182
La Rioja,2019-10-01,38531.7233083257
Mendoza,2019-10-01,40635.60927702392
Misiones,2019-10-01,34657.818253148434
Neuquén,2019-10-01,81061.17465147607
Río Negro,2019-10-01,50706.01585184971
Salta,2019-10-01,39155.73314334756
San Juan,2019-10-01,40909.737773534966
San Luis,2019-10-01,47723.85522597516
Santa Cruz,2019-10-01,102833.43664783084
Santa Fe,2019-10-01,46933.93417207169
Santiago del Estero,2019-10-01,32792.344296578056
Tierra del Fuego,2019-10-01,69360.27543819591
Tucumán,2019-10-01,36263.373942937935
Buenos Aires,2019-11-01,49908.24020382342
C.A.B.A.,2019-11-01,60723.66310296244
Catamarca,2019-11-01,37751.33620845113
Chaco,2019-11-01,37639.318231766025
Chubut,2019-11-01,83592.0828585771
Corrientes,2019-11-01,37375.81509723512
Córdoba,2019-11-01,43459.094925695535
Entre Ríos,2019-11-01,38947.540254221814
Formosa,2019-11-01,41047.13996582985
Jujuy,2019-11-01,40933.955280355614
La Pampa,2019-11-01,46037.07402655672
La Rioja,2019-11-01,38917.72702293346
Mendoza,2019-11-01,41744.700942854484
Misiones,2019-11-01,35191.72884803811
Neuquén,2019-11-01,82776.18007593993
Río Negro,2019-11-01,49294.21773818467
Salta,2019-11-01,39995.89045289999
San Juan,2019-11-01,41679.64211772174
San Luis,2019-11-01,46074.57395956691
Santa Cruz,2019-11-01,93651.99029796198
Santa Fe,2019-11-01,46775.505261192586
Santiago del Estero,2019-11-01,33524.3068217083
Tierra del Fuego,2019-11-01,72002.82349603769
Tucumán,2019-11-01,37683.70346576385
Buenos Aires,2019-12-01,73711.02392654814
C.A.B.A.,2019-12-01,89397.71344349912
Catamarca,2019-12-01,56567.74881496249
Chaco,2019-12-01,54665.14464103563
Chubut,2019-12-01,123823.48662647397
Corrientes,2019-12-01,54061.887676751285
Córdoba,2019-12-01,65956.11008608007
Entre Ríos,2019-12-01,60193.31935032002
Formosa,2019-12-01,59720.30542333101
Jujuy,2019-12-01,56828.14808020757
La Pampa,2019-12-01,67163.9314630504
La Rioja,2019-12-01,57677.32040188309
Mendoza,2019-12-01,59516.844772969445
Misiones,2019-12-01,50516.66612189541
Neuquén,2019-12-01,118460.46512537848
Río Negro,2019-12-01,70931.44577357471
Salta,2019-12-01,57309.923195964184
San Juan,2019-12-01,60358.38023469812
San Luis,2019-12-01,70487.11172579677
Santa Cruz,2019-12-01,132103.30988045997
Santa Fe,2019-12-01,70527.98830431985
Santiago del Estero,2019-12-01,48609.73305513027
Tierra del Fuego,2019-12-01,116123.89847627773
Tucumán,2019-12-01,56222.413304252084
Buenos Aires,2020-01-01,57424.862487358645
C.A.B.A.,2020-01-01,71102.33673053447
Catamarca,2020-01-01,46515.28049200378
Chaco,2020-01-01,41926.88126284448
Chubut,2020-01-01,94621.24684460014
Corrientes,2020-01-01,42065.12509396366
Córdoba,2020-01-01,50225.02507449154
Entre Ríos,2020-01-01,46960.044548909726
Formosa,2020-01-01,44875.03168134465
Jujuy,2020-01-01,44024.92986971064
La Pampa,2020-01-01,51891.60276606233
La Rioja,2020-01-01,42472.80196080729
Mendoza,2020-01-01,45785.02705794297
Misiones,2020-01-01,39307.84545789465
Neuquén,2020-01-01,88834.07326935184
Río Negro,2020-01-01,50439.76917483633
Salta,2020-01-01,43698.671453771065
San Juan,2020-01-01,53244.57816060896
San Luis,2020-01-01,55409.92250211006
Santa Cruz,2020-01-01,105355.99018640508
Santa Fe,2020-01-01,54801.90256409901
Santiago del Estero,2020-01-01,36957.772429091136
Tierra del Fuego,2020-01-01,76282.63599671918
Tucumán,2020-01-01,43193.07553188451
Buenos Aires,2020-02-01,57557.5294029413
C.A.B.A.,2020-02-01,72151.10557591854
Catamarca,2020-02-01,41856.98003048674
Chaco,2020-02-01,42534.00166727393
Chubut,2020-02-01,99559.17719704699
Corrientes,2020-02-01,42835.19750742337
Córdoba,2020-02-01,49589.76041631449
Entre Ríos,2020-02-01,46961.44160495591
Formosa,2020-02-01,46234.00201584218
Jujuy,2020-02-01,44120.13814448612
La Pampa,2020-02-01,55068.57384865867
La Rioja,2020-02-01,35714.26610067312
Mendoza,2020-02-01,45560.89031650383
Misiones,2020-02-01,39689.37036474871
Neuquén,2020-02-01,90271.15963318943
Río Negro,2020-02-01,56702.532263681875
Salta,2020-02-01,45977.32180950216
San Juan,2020-02-01,51880.2869829767
San Luis,2020-02-01,53534.65678279789
Santa Cruz,2020-02-01,116299.1197251843
Santa Fe,2020-02-01,54485.98301901396
Santiago del Estero,2020-02-01,37594.59013444739
Tierra del Fuego,2020-02-01,78899.70737867734
Tucumán,2020-02-01,43254.778147261066
Buenos Aires,2020-03-01,59337.31169825181
C.A.B.A.,2020-03-01,76960.18297782358
Catamarca,2020-03-01,43518.63766446995
Chaco,2020-03-01,43108.04319763246
Chubut,2020-03-01,91895.00849375881
Corrientes,2020-03-01,43209.068532286314
Córdoba,2020-03-01,50450.04635548044
Entre Ríos,2020-03-01,47416.912246814856
Formosa,2020-03-01,46334.31522954888
Jujuy,2020-03-01,45626.61648284183
La Pampa,2020-03-01,52668.45698973251
La Rioja,2020-03-01,36460.763045541375
Mendoza,2020-03-01,46501.29950346776
Misiones,2020-03-01,39135.82159556736
Neuquén,2020-03-01,94500.15565885762
Río Negro,2020-03-01,56203.78908525174
Salta,2020-03-01,45538.152704989356
San Juan,2020-03-01,47314.16698522893
San Luis,2020-03-01,55299.67637518433
Santa Cruz,2020-03-01,113505.62930213124
Santa Fe,2020-03-01,54903.08214023678
Santiago del Estero,2020-03-01,39089.13504435667
Tierra del Fuego,2020-03-01,78922.50006862391
Tucumán,2020-03-01,42547.552514025316
Buenos Aires,2020-04-01,56652.33873433023
C.A.B.A.,2020-04-01,70750.10894256945
Catamarca,2020-04-01,40838.20859302882
Chaco,2020-04-01,42654.93614460089
Chubut,2020-04-01,85442.32797966246
Corrientes,2020-04-01,42305.95773623584
Córdoba,2020-04-01,49424.53698967072
Entre Ríos,2020-04-01,46803.779666219954
Formosa,2020-04-01,45566.772232184514
Jujuy,2020-04-01,45313.58081275098
La Pampa,2020-04-01,50447.68393031399
La Rioja,2020-04-01,39604.19591486511
Mendoza,2020-04-01,45038.03015359964
Misiones,2020-04-01,36905.94293309538
Neuquén,2020-04-01,78837.95748520053
Río Negro,2020-04-01,53880.78965381246
Salta,2020-04-01,45051.79011509741
San Juan,2020-04-01,46594.729179310496
San Luis,2020-04-01,53641.09334216403
Santa Cruz,2020-04-01,94436.5596863013
Santa Fe,2020-04-01,53614.82358821099
Santiago del Estero,2020-04-01,36607.86303385278
Tierra del Fuego,2020-04-01,72070.12716089142
Tucumán,2020-04-01,39471.40385001711
Buenos Aires,2020-05-01,56716.03276797447
C.A.B.A.,2020-05-01,68611.84819409528
Catamarca,2020-05-01,41657.16440878208
Chaco,2020-05-01,42894.683681429124
Chubut,2020-05-01,82474.08023810833
Corrientes,2020-05-01,42637.427593942884
Córdoba,2020-05-01,49545.957561067014
Entre Ríos,2020-05-01,46800.993988345166
Formosa,2020-05-01,46095.068891656185
Jujuy,2020-05-01,46695.41828747452
La Pampa,2020-05-01,52437.37620058573
La Rioja,2020-05-01,40284.377665849446
Mendoza,2020-05-01,45859.92599601538
Misiones,2020-05-01,37423.18623745895
Neuquén,2020-05-01,75814.88200741807
Río Negro,2020-05-01,53879.550859424635
Salta,2020-05-01,45743.94856275206
San Juan,2020-05-01,47729.79623267801
San Luis,2020-05-01,54100.60780831917
Santa Cruz,2020-05-01,97516.45191382057
Santa Fe,2020-05-01,54724.56792424779
Santiago del Estero,2020-05-01,38347.50406219065
Tierra del Fuego,2020-05-01,73233.65703044565
Tucumán,2020-05-01,41915.273305622315
Buenos Aires,2020-06-01,84975.81812662011
C.A.B.A.,2020-06-01,101912.84529978098
Catamarca,2020-06-01,62529.71720672544
Chaco,2020-06-01,63296.46112697155
Chubut,2020-06-01,124201.42326602155
Corrientes,2020-06-01,64073.6471254283
Córdoba,2020-06-01,73836.44462577047
Entre Ríos,2020-06-01,70616.2576982299
Formosa,2020-06-01,68126.16182865405
Jujuy,2020-06-01,67234.91863578053
La Pampa,2020-06-01,77339.26508197733
La Rioja,2020-06-01,61631.28291240536
Mendoza,2020-06-01,66474.601662625
Misiones,2020-06-01,53759.2856657402
Neuquén,2020-06-01,113395.3876960378
Río Negro,2020-06-01,78337.01945134223
Salta,2020-06-01,68460.11339798554
San Juan,2020-06-01,70503.52310624813
San Luis,2020-06-01,81740.03427467475
Santa Cruz,2020-06-01,138208.52371007387
Santa Fe,2020-06-01,82229.62914144361
Santiago del Estero,2020-06-01,57523.06998120731
Tierra del Fuego,2020-06-01,110749.21024737216
Tucumán,2020-06-01,58909.11719578875
Buenos Aires,2020-07-01,60277.62291223166
C.A.B.A.,2020-07-01,73241.2071278242
Catamarca,2020-07-01,44877.31080394686
Chaco,2020-07-01,44915.36814321706
Chubut,2020-07-01,88187.50485221345
Corrientes,2020-07-01,45408.99035438197
Córdoba,2020-07-01,52297.06497771113
Entre Ríos,2020-07-01,49539.31580737206
Formosa,2020-07-01,48063.0722197867
Jujuy,2020-07-01,47651.0020115425
La Pampa,2020-07-01,54511.013726462224
La Rioja,2020-07-01,46642.037849308246
Mendoza,2020-07-01,48342.85545111286
Misiones,2020-07-01,39414.83388036168
Neuquén,2020-07-01,80925.731565045
Río Negro,2020-07-01,54950.962344932916
Salta,2020-07-01,49399.45017024929
San Juan,2020-07-01,51897.97971039998
San Luis,2020-07-01,57863.60986368517
Santa Cruz,2020-07-01,100144.91383699792
Santa Fe,2020-07-01,58050.03704879245
Santiago del Estero,2020-07-01,40591.127499949005
Tierra del Fuego,2020-07-01,85613.04703798254
Tucumán,2020-07-01,43386.76886488219
Buenos Aires,2020-08-01,62343.895241251426
C.A.B.A.,2020-08-01,73742.45086319996
Catamarca,2020-08-01,45523.66595824506
Chaco,2020-08-01,45977.47214398504
Chubut,2020-08-01,94547.0370690656
Corrientes,2020-08-01,45785.265623482475
Córdoba,2020-08-01,53538.32616376704
Entre Ríos,2020-08-01,49627.185314396585
Formosa,2020-08-01,50125.85726247652
Jujuy,2020-08-01,47450.22879252643
La Pampa,2020-08-01,55160.81194675018
La Rioja,2020-08-01,45631.52332082993
Mendoza,2020-08-01,48895.93649072378
Misiones,2020-08-01,40230.39692481193
Neuquén,2020-08-01,81537.56476065255
Río Negro,2020-08-01,56060.623102171965
Salta,2020-08-01,48788.585746119265
San Juan,2020-08-01,51216.70347067069
San Luis,2020-08-01,58774.15396525233
Santa Cruz,2020-08-01,113637.26175184752
Santa Fe,2020-08-01,58639.174176808636
Santiago del Estero,2020-08-01,40878.01710577737
Tierra del Fuego,2020-08-01,77810.92350703308
Tucumán,2020-08-01,43289.56675953099
Buenos Aires,2020-09-01,64672.54999768535
C.A.B.A.,2020-09-01,76850.06921500091
Catamarca,2020-09-01,46330.12107174292
Chaco,2020-09-01,46208.339874059624
Chubut,2020-09-01,96063.3231419124
Corrientes,2020-09-01,46243.282091220906
Córdoba,2020-09-01,55090.3220755655
Entre Ríos,2020-09-01,49905.078917439474
Formosa,2020-09-01,49282.35401393729
Jujuy,2020-09-01,53599.859369334896
La Pampa,2020-09-01,56519.333393198496
La Rioja,2020-09-01,47231.932308708616
Mendoza,2020-09-01,50445.12536841255
Misiones,2020-09-01,42747.77413846852
Neuquén,2020-09-01,86863.75662343547
Río Negro,2020-09-01,58052.97759385378
Salta,2020-09-01,49758.2540326186
San Juan,2020-09-01,52104.20637168012
San Luis,2020-09-01,59017.48773797631
Santa Cruz,2020-09-01,115961.80306974456
Santa Fe,2020-09-01,60610.6715276571
Santiago del Estero,2020-09-01,41485.62655680146
Tierra del Fuego,2020-09-01,87787.14015834947
Tucumán,2020-09-01,45589.48807387926
Buenos Aires,2020-10-01,68309.59121517012
C.A.B.A.,2020-10-01,80753.21393805713
Catamarca,2020-10-01,50323.95292889897
Chaco,2020-10-01,49871.17295213241
Chubut,2020-10-01,101723.42290794189
Corrientes,2020-10-01,49971.383158462195
Córdoba,2020-10-01,57951.761170545375
Entre Ríos,2020-10-01,52854.75221621898
Formosa,2020-10-01,53454.498406539344
Jujuy,2020-10-01,55071.61040399552
La Pampa,2020-10-01,59664.79053671928
La Rioja,2020-10-01,51100.217824151805
Mendoza,2020-10-01,53458.78171538045
Misiones,2020-10-01,46967.29700135256
Neuquén,2020-10-01,92681.14119687045
Río Negro,2020-10-01,63106.57774469215
Salta,2020-10-01,53453.50946389979
San Juan,2020-10-01,55215.00409243985
San Luis,2020-10-01,64175.03537413916
Santa Cruz,2020-10-01,123526.84943828813
Santa Fe,2020-10-01,63856.27837653487
Santiago del Estero,2020-10-01,43951.92100163565
Tierra del Fuego,2020-10-01,91375.8332413996
Tucumán,2020-10-01,49971.827019534496
Buenos Aires,2020-11-01,68416.50625040536
C.A.B.A.,2020-11-01,82137.47170686052
Catamarca,2020-11-01,51340.594123502015
Chaco,2020-11-01,51353.474284093965
Chubut,2020-11-01,106273.81108128656
Corrientes,2020-11-01,52310.22269895369
Córdoba,2020-11-01,58995.9001445309
Entre Ríos,2020-11-01,54858.49134377459
Formosa,2020-11-01,56511.835865564586
Jujuy,2020-11-01,55767.959769397836
La Pampa,2020-11-01,61981.82683076795
La Rioja,2020-11-01,52827.10368703655
Mendoza,2020-11-01,54691.29649962582
Misiones,2020-11-01,47685.45719619382
Neuquén,2020-11-01,101438.54990921819
Río Negro,2020-11-01,64451.805874739795
Salta,2020-11-01,54327.795794351136
San Juan,2020-11-01,56581.81378956569
San Luis,2020-11-01,64965.910252539536
Santa Cruz,2020-11-01,121671.13350410899
Santa Fe,2020-11-01,64630.98046888586
Santiago del Estero,2020-11-01,45274.60723849348
Tierra del Fuego,2020-11-01,95248.44929457731
Tucumán,2020-11-01,51109.181510446826
Buenos Aires,2020-12-01,102559.21828075957
C.A.B.A.,2020-12-01,121928.6557195981
Catamarca,2020-12-01,78967.1600345609
Chaco,2020-12-01,75014.36891863676
Chubut,2020-12-01,157577.98566131227
Corrientes,2020-12-01,76952.17244239857
Córdoba,2020-12-01,89387.18361198893
Entre Ríos,2020-12-01,83299.56875580059
Formosa,2020-12-01,82260.17356857628
Jujuy,2020-12-01,79158.84533707642
La Pampa,2020-12-01,91333.72322050639
La Rioja,2020-12-01,80329.32884675129
Mendoza,2020-12-01,78802.07197700304
Misiones,2020-12-01,69877.07925944547
Neuquén,2020-12-01,137370.51190887054
Río Negro,2020-12-01,93211.67837502618
Salta,2020-12-01,79527.5861417274
San Juan,2020-12-01,82707.23456103231
San Luis,2020-12-01,96728.97007349093
Santa Cruz,2020-12-01,167617.64273994465
Santa Fe,2020-12-01,96217.86749685596
Santiago del Estero,2020-12-01,66922.02543594099
Tierra del Fuego,2020-12-01,161893.31080006668
Tucumán,2020-12-01,76418.61973280333
Buenos Aires,2021-01-01,76208.85304568606
C.A.B.A.,2021-01-01,96490.9626699805
Catamarca,2021-01-01,61133.72939401772
Chaco,2021-01-01,54683.40505665731
Chubut,2021-01-01,123831.92499032976
Corrientes,2021-01-01,56713.02786988907
Córdoba,2021-01-01,67533.38591420236
Entre Ríos,2021-01-01,62007.77891040952
Formosa,2021-01-01,58315.82070138303
Jujuy,2021-01-01,60473.075829206675
La Pampa,2021-01-01,68465.93969920879
La Rioja,2021-01-01,54255.339108066015
Mendoza,2021-01-01,60081.970419934034
Misiones,2021-01-01,52011.94164387537
Neuquén,2021-01-01,110200.84610463728
Río Negro,2021-01-01,65649.10340073588
Salta,2021-01-01,59277.44485680305
San Juan,2021-01-01,71726.33952210493
San Luis,2021-01-01,75380.44284157787
Santa Cruz,2021-01-01,143756.9071621956
Santa Fe,2021-01-01,74123.24957851108
Santiago del Estero,2021-01-01,49692.36437162313
Tierra del Fuego,2021-01-01,100706.64136063706
Tucumán,2021-01-01,57336.178187355625
Buenos Aires,2021-02-01,77196.65438950607
C.A.B.A.,2021-02-01,97947.94057724111
Catamarca,2021-02-01,57211.115356293456
Chaco,2021-02-01,57278.34308462445
Chubut,2021-02-01,120623.15017658068
Corrientes,2021-02-01,58642.41225930146
Córdoba,2021-02-01,67694.66092170526
Entre Ríos,2021-02-01,63103.934660557934
Formosa,2021-02-01,61211.6760294427
Jujuy,2021-02-01,59087.142249395176
La Pampa,2021-02-01,71937.62127306678
La Rioja,2021-02-01,50176.86177461651
Mendoza,2021-02-01,59814.47837167018
Misiones,2021-02-01,54006.6178700028
Neuquén,2021-02-01,108310.75040312308
Río Negro,2021-02-01,74497.50908734629
Salta,2021-02-01,61353.92364966272
San Juan,2021-02-01,68779.38976356274
San Luis,2021-02-01,74696.50319360441
Santa Cruz,2021-02-01,149236.34850529075
Santa Fe,2021-02-01,74557.060233194
Santiago del Estero,2021-02-01,52040.54240180991
Tierra del Fuego,2021-02-01,105978.9908783695
Tucumán,2021-02-01,57546.44318224222
Buenos Aires,2021-03-01,82363.22212515131
C.A.B.A.,2021-03-01,107480.647273708
Catamarca,2021-03-01,59742.545015648495
Chaco,2021-03-01,58434.73183889687
Chubut,2021-03-01,120464.41351261949
Corrientes,2021-03-01,58932.09725545536
Córdoba,2021-03-01,70622.20806092488
Entre Ríos,2021-03-01,64401.329689720646
Formosa,2021-03-01,61617.28438443431
Jujuy,2021-03-01,65689.4639651539
La Pampa,2021-03-01,70658.41005438325
La Rioja,2021-03-01,52340.28786372152
Mendoza,2021-03-01,62864.28563129893
Misiones,2021-03-01,54555.77739159404
Neuquén,2021-03-01,119052.89024809102
Río Negro,2021-03-01,75646.2100620073
Salta,2021-03-01,62172.27677193004
San Juan,2021-03-01,65161.15902308306
San Luis,2021-03-01,77550.13863463093
Santa Cruz,2021-03-01,155766.69528931932
Santa Fe,2021-03-01,77325.16055168572
Santiago del Estero,2021-03-01,54756.71128640112
Tierra del Fuego,2021-03-01,108988.49686636904
Tucumán,2021-03-01,59850.19496552062
Buenos Aires,2021-04-01,84876.27179021818
C.A.B.A.,2021-04-01,105129.16451408394
Catamarca,2021-04-01,61519.40398487895
Chaco,2021-04-01,61178.139900267095
Chubut,2021-04-01,128437.40734860174
Corrientes,2021-04-01,62097.2727241219
Córdoba,2021-04-01,75726.53483344961
Entre Ríos,2021-04-01,66510.81796953375
Formosa,2021-04-01,64316.12528798546
Jujuy,2021-04-01,66245.94255952652
La Pampa,2021-04-01,72265.55029923441
La Rioja,2021-04-01,57672.304420840745
Mendoza,2021-04-01,65703.99763729918
Misiones,2021-04-01,55525.443263098095
Neuquén,2021-04-01,120115.64188050167
Río Negro,2021-04-01,79709.56133886205
Salta,2021-04-01,65187.1324779043
San Juan,2021-04-01,69947.13855383491
San Luis,2021-04-01,80427.54754242065
Santa Cruz,2021-04-01,149049.52155385853
Santa Fe,2021-04-01,80592.91157443324
Santiago del Estero,2021-04-01,55257.96195219275
Tierra del Fuego,2021-04-01,116517.45102177633
Tucumán,2021-04-01,57309.1564521111
Buenos Aires,2021-05-01,85518.0329618936
C.A.B.A.,2021-05-01,103281.8551671025
Catamarca,2021-05-01,62298.55291309001
Chaco,2021-05-01,62622.21646616113
Chubut,2021-05-01,131389.50000375466
