jurisdiccion,fecha,puestos_miles
Neuquén,2014-07-01,104.545
Río Negro,2014-07-01,106.712
Salta,2014-07-01,114.53
San Juan,2014-07-01,81.803
San Luis,2014-07-01,57.692
Santa Cruz,2014-07-01,62.63
Santa Fe,2014-07-01,496.443
Santiago del Estero,2014-07-01,52.47
Tierra del Fuego,2014-07-01,38.886
Tucumán,2014-07-01,155.949
Buenos Aires,2014-08-01,1924.894
C.A.B.A.,2014-08-01,1514.892
Catamarca,2014-08-01,32.11
Chaco,2014-08-01,72.788
Chubut,2014-08-01,98.249
Corrientes,2014-08-01,72.034
Córdoba,2014-08-01,496.263
Entre Ríos,2014-08-01,135.725
Formosa,2014-08-01,25.425
Jujuy,2014-08-01,56.645
La Pampa,2014-08-01,35.831
La Rioja,2014-08-01,30.804
Mendoza,2014-08-01,242.198
Misiones,2014-08-01,100.988
Neuquén,2014-08-01,105.043
Río Negro,2014-08-01,106.396
Salta,2014-08-01,114.939
San Juan,2014-08-01,82.11
San Luis,2014-08-01,57.681
Santa Cruz,2014-08-01,62.489
Santa Fe,2014-08-01,495.507
Santiago del Estero,2014-08-01,50.447
Tierra del Fuego,2014-08-01,38.896
Tucumán,2014-08-01,155.848
Buenos Aires,2014-09-01,1925.902
C.A.B.A.,2014-09-01,1517.632
Catamarca,2014-09-01,31.914
Chaco,2014-09-01,73.036
Chubut,2014-09-01,98.905
Corrientes,2014-09-01,72.464
Córdoba,2014-09-01,495.303
Entre Ríos,2014-09-01,136.242
Formosa,2014-09-01,25.515
Jujuy,2014-09-01,57.173
La Pampa,2014-09-01,36.071
La Rioja,2014-09-01,31.019
Mendoza,2014-09-01,242.476
Misiones,2014-09-01,101.875
Neuquén,2014-09-01,105.516
Río Negro,2014-09-01,106.613
Salta,2014-09-01,116.531
San Juan,2014-09-01,82.122
San Luis,2014-09-01,57.933
Santa Cruz,2014-09-01,62.64
Santa Fe,2014-09-01,495.78
Santiago del Estero,2014-09-01,50.58
Tierra del Fuego,2014-09-01,39.056
Tucumán,2014-09-01,157.899
Buenos Aires,2014-10-01,1930.519
C.A.B.A.,2014-10-01,1516.78
Catamarca,2014-10-01,32.206
Chaco,2014-10-01,72.847
Chubut,2014-10-01,99.112
Corrientes,2014-10-01,72.561
Córdoba,2014-10-01,494.74
Entre Ríos,2014-10-01,136.498
Formosa,2014-10-01,25.578
Jujuy,2014-10-01,57.256
La Pampa,2014-10-01,36.2
La Rioja,2014-10-01,31.059
Mendoza,2014-10-01,244.454
Misiones,2014-10-01,102.393
Neuquén,2014-10-01,106.652
Río Negro,2014-10-01,107.211
Salta,2014-10-01,115.518
San Juan,2014-10-01,82.595
San Luis,2014-10-01,57.79
Santa Cruz,2014-10-01,62.879
Santa Fe,2014-10-01,495.524
Santiago del Estero,2014-10-01,50.634
Tierra del Fuego,2014-10-01,38.618
Tucumán,2014-10-01,157.101
Buenos Aires,2014-11-01,1929.946
C.A.B.A.,2014-11-01,1518.734
Catamarca,2014-11-01,32.342
Chaco,2014-11-01,73.136
Chubut,2014-11-01,99.55
Corrientes,2014-11-01,72.627
Córdoba,2014-11-01,493.759
Entre Ríos,2014-11-01,135.749
Formosa,2014-11-01,25.673
Jujuy,2014-11-01,57.47
La Pampa,2014-11-01,36.276
La Rioja,2014-11-01,31.24
Mendoza,2014-11-01,243.817
Misiones,2014-11-01,103.293
Neuquén,2014-11-01,107.689
Río Negro,2014-11-01,107.313
Salta,2014-11-01,115.708
San Juan,2014-11-01,82.545
San Luis,2014-11-01,58.16
Santa Cruz,2014-11-01,62.644
Santa Fe,2014-11-01,496.184
Santiago del Estero,2014-11-01,50.544
Tierra del Fuego,2014-11-01,38.482
Tucumán,2014-11-01,158.742
Buenos Aires,2014-12-01,1933.807
C.A.B.A.,2014-12-01,1518.799
Catamarca,2014-12-01,32.239
Chaco,2014-12-01,73.77
Chubut,2014-12-01,99.84
Corrientes,2014-12-01,72.895
Córdoba,2014-12-01,494.115
Entre Ríos,2014-12-01,135.34
Formosa,2014-12-01,26.105
Jujuy,2014-12-01,58.424
La Pampa,2014-12-01,36.177
La Rioja,2014-12-01,31.195
Mendoza,2014-12-01,243.293
Misiones,2014-12-01,104.591
Neuquén,2014-12-01,108.504
Río Negro,2014-12-01,108.026
Salta,2014-12-01,117.184
San Juan,2014-12-01,81.94
San Luis,2014-12-01,58.86
Santa Cruz,2014-12-01,63.114
Santa Fe,2014-12-01,496.816
Santiago del Estero,2014-12-01,50.786
Tierra del Fuego,2014-12-01,37.878
Tucumán,2014-12-01,160.202
Buenos Aires,2015-01-01,1940.095
C.A.B.A.,2015-01-01,1522.4
Catamarca,2015-01-01,32.191
Chaco,2015-01-01,73.878
Chubut,2015-01-01,100.225
Corrientes,2015-01-01,73.214
Córdoba,2015-01-01,496.243
Entre Ríos,2015-01-01,136.673
Formosa,2015-01-01,26.144
Jujuy,2015-01-01,58.786
La Pampa,2015-01-01,36.354
La Rioja,2015-01-01,31.668
Mendoza,2015-01-01,244.996
Misiones,2015-01-01,105.311
Neuquén,2015-01-01,109.722
Río Negro,2015-01-01,107.638
Salta,2015-01-01,116.731
San Juan,2015-01-01,82.608
San Luis,2015-01-01,59.637
Santa Cruz,2015-01-01,62.118
Santa Fe,2015-01-01,497.62
Santiago del Estero,2015-01-01,50.945
Tierra del Fuego,2015-01-01,37.651
Tucumán,2015-01-01,160.282
Buenos Aires,2015-02-01,1943.787
C.A.B.A.,2015-02-01,1524.433
Catamarca,2015-02-01,32.677
Chaco,2015-02-01,74.104
Chubut,2015-02-01,100.305
Corrientes,2015-02-01,73.534
Córdoba,2015-02-01,497.371
Entre Ríos,2015-02-01,137.7
Formosa,2015-02-01,26.445
Jujuy,2015-02-01,58.784
La Pampa,2015-02-01,36.184
La Rioja,2015-02-01,31.894
Mendoza,2015-02-01,246.241
Misiones,2015-02-01,105.647
Neuquén,2015-02-01,110.687
Río Negro,2015-02-01,108.347
Salta,2015-02-01,118.395
San Juan,2015-02-01,82.471
San Luis,2015-02-01,60.388
Santa Cruz,2015-02-01,62.587
Santa Fe,2015-02-01,498.028
Santiago del Estero,2015-02-01,50.982
Tierra del Fuego,2015-02-01,37.937
Tucumán,2015-02-01,161.129
Buenos Aires,2015-03-01,1947.943
C.A.B.A.,2015-03-01,1527.878
Catamarca,2015-03-01,32.517
Chaco,2015-03-01,74.545
Chubut,2015-03-01,100.681
Corrientes,2015-03-01,74.639
Córdoba,2015-03-01,497.42
Entre Ríos,2015-03-01,137.46
Formosa,2015-03-01,26.908
Jujuy,2015-03-01,58.639
La Pampa,2015-03-01,36.252
La Rioja,2015-03-01,31.941
Mendoza,2015-03-01,246.339
Misiones,2015-03-01,105.995
Neuquén,2015-03-01,111.636
Río Negro,2015-03-01,108.056
Salta,2015-03-01,118.794
San Juan,2015-03-01,82.031
San Luis,2015-03-01,60.777
Santa Cruz,2015-03-01,62.967
Santa Fe,2015-03-01,499.096
Santiago del Estero,2015-03-01,50.763
Tierra del Fuego,2015-03-01,38.111
Tucumán,2015-03-01,159.792
Buenos Aires,2015-04-01,1958.74
C.A.B.A.,2015-04-01,1535.54
Catamarca,2015-04-01,32.651
Chaco,2015-04-01,75.04
Chubut,2015-04-01,101.184
Corrientes,2015-04-01,74.992
Córdoba,2015-04-01,500.376
Entre Ríos,2015-04-01,137.984
Formosa,2015-04-01,27.168
Jujuy,2015-04-01,58.472
La Pampa,2015-04-01,36.605
La Rioja,2015-04-01,32.565
Mendoza,2015-04-01,248.586
Misiones,2015-04-01,106.24
Neuquén,2015-04-01,112.481
Río Negro,2015-04-01,109.265
Salta,2015-04-01,118.678
San Juan,2015-04-01,83.078
San Luis,2015-04-01,61.109
Santa Cruz,2015-04-01,63.813
Santa Fe,2015-04-01,502.118
Santiago del Estero,2015-04-01,51.028
Tierra del Fuego,2015-04-01,39.003
Tucumán,2015-04-01,159.809
Buenos Aires,2015-05-01,1960.103
C.A.B.A.,2015-05-01,1535.159
Catamarca,2015-05-01,32.577
Chaco,2015-05-01,75.857
Chubut,2015-05-01,101.289
Corrientes,2015-05-01,75.485
Córdoba,2015-05-01,500.862
Entre Ríos,2015-05-01,138.063
Formosa,2015-05-01,27.378
Jujuy,2015-05-01,58.199
La Pampa,2015-05-01,36.773
La Rioja,2015-05-01,32.461
Mendoza,2015-05-01,247.294
Misiones,2015-05-01,106.446
Neuquén,2015-05-01,112.802
Río Negro,2015-05-01,109.941
Salta,2015-05-01,118.548
San Juan,2015-05-01,82.7
San Luis,2015-05-01,61.686
Santa Cruz,2015-05-01,64.046
Santa Fe,2015-05-01,501.505
Santiago del Estero,2015-05-01,51.057
Tierra del Fuego,2015-05-01,39.503
Tucumán,2015-05-01,158.609
Buenos Aires,2015-06-01,1965.457
C.A.B.A.,2015-06-01,1539.567
Catamarca,2015-06-01,32.594
Chaco,2015-06-01,75.557
Chubut,2015-06-01,101.363
Corrientes,2015-06-01,75.976
Córdoba,2015-06-01,501.576
Entre Ríos,2015-06-01,138.059
Formosa,2015-06-01,27.799
Jujuy,2015-06-01,57.868
La Pampa,2015-06-01,36.797
La Rioja,2015-06-01,32.196
Mendoza,2015-06-01,248.746
Misiones,2015-06-01,107.201
Neuquén,2015-06-01,113.197
Río Negro,2015-06-01,110.161
Salta,2015-06-01,118.485
San Juan,2015-06-01,83.395
San Luis,2015-06-01,61.428
Santa Cruz,2015-06-01,64.443
Santa Fe,2015-06-01,503.491
Santiago del Estero,2015-06-01,51.104
Tierra del Fuego,2015-06-01,39.837
Tucumán,2015-06-01,159.58
Buenos Aires,2015-07-01,1969.224
C.A.B.A.,2015-07-01,1540.741
Catamarca,2015-07-01,32.193
Chaco,2015-07-01,75.88
Chubut,2015-07-01,101.437
Corrientes,2015-07-01,76.629
Córdoba,2015-07-01,502.727
Entre Ríos,2015-07-01,138.406
Formosa,2015-07-01,28.162
Jujuy,2015-07-01,57.879
La Pampa,2015-07-01,37.049
La Rioja,2015-07-01,32.272
Mendoza,2015-07-01,248.205
Misiones,2015-07-01,107.795
Neuquén,2015-07-01,113.574
Río Negro,2015-07-01,110.279
Salta,2015-07-01,117.508
San Juan,2015-07-01,82.419
San Luis,2015-07-01,61.637
Santa Cruz,2015-07-01,64.535
Santa Fe,2015-07-01,503.164
Santiago del Estero,2015-07-01,50.921
Tierra del Fuego,2015-07-01,40.161
Tucumán,2015-07-01,160.628
Buenos Aires,2015-08-01,1971.145
C.A.B.A.,2015-08-01,1541.703
Catamarca,2015-08-01,32.359
Chaco,2015-08-01,76.831
Chubut,2015-08-01,101.403
Corrientes,2015-08-01,77.155
Córdoba,2015-08-01,502.72
Entre Ríos,2015-08-01,139.707
Formosa,2015-08-01,28.692
Jujuy,2015-08-01,58.105
La Pampa,2015-08-01,37.213
La Rioja,2015-08-01,32.144
Mendoza,2015-08-01,247.607
Misiones,2015-08-01,109.121
Neuquén,2015-08-01,114.74
Río Negro,2015-08-01,110.334
Salta,2015-08-01,118.437
San Juan,2015-08-01,82.341
San Luis,2015-08-01,62.07
Santa Cruz,2015-08-01,64.777
Santa Fe,2015-08-01,504.136
Santiago del Estero,2015-08-01,51.181
Tierra del Fuego,2015-08-01,40.694
Tucumán,2015-08-01,160.753
Buenos Aires,2015-09-01,1969.922
C.A.B.A.,2015-09-01,1541.633
Catamarca,2015-09-01,32.14
Chaco,2015-09-01,77.287
Chubut,2015-09-01,101.276
Corrientes,2015-09-01,76.997
Córdoba,2015-09-01,504.282
Entre Ríos,2015-09-01,138.453
Formosa,2015-09-01,28.537
Jujuy,2015-09-01,57.396
La Pampa,2015-09-01,37.231
La Rioja,2015-09-01,31.578
Mendoza,2015-09-01,247.396
Misiones,2015-09-01,108.985
Neuquén,2015-09-01,114.591
Río Negro,2015-09-01,110.026
Salta,2015-09-01,118.684
San Juan,2015-09-01,81.977
San Luis,2015-09-01,62.034
Santa Cruz,2015-09-01,64.808
Santa Fe,2015-09-01,503.519
Santiago del Estero,2015-09-01,50.771
Tierra del Fuego,2015-09-01,41.204
Tucumán,2015-09-01,161.268
Buenos Aires,2015-10-01,1971.336
C.A.B.A.,2015-10-01,1542.658
Catamarca,2015-10-01,31.859
Chaco,2015-10-01,76.418
Chubut,2015-10-01,101.377
Corrientes,2015-10-01,76.877
Córdoba,2015-10-01,504.108
Entre Ríos,2015-10-01,137.622
Formosa,2015-10-01,28.657
Jujuy,2015-10-01,57.646
La Pampa,2015-10-01,37.269
La Rioja,2015-10-01,31.519
Mendoza,2015-10-01,246.009
Misiones,2015-10-01,108.612
Neuquén,2015-10-01,114.473
Río Negro,2015-10-01,109.979
Salta,2015-10-01,117.603
San Juan,2015-10-01,81.326
San Luis,2015-10-01,61.915
Santa Cruz,2015-10-01,64.702
Santa Fe,2015-10-01,503.851
Santiago del Estero,2015-10-01,51.803
Tierra del Fuego,2015-10-01,41.852
Tucumán,2015-10-01,162.243
Buenos Aires,2015-11-01,1967.387
C.A.B.A.,2015-11-01,1541.201
Catamarca,2015-11-01,31.512
Chaco,2015-11-01,76.398
Chubut,2015-11-01,100.793
Corrientes,2015-11-01,76.593
Córdoba,2015-11-01,503.72
Entre Ríos,2015-11-01,137.269
Formosa,2015-11-01,28.443
Jujuy,2015-11-01,57.102
La Pampa,2015-11-01,37.359
La Rioja,2015-11-01,31.388
Mendoza,2015-11-01,245.498
Misiones,2015-11-01,107.825
Neuquén,2015-11-01,114.261
Río Negro,2015-11-01,109.72
Salta,2015-11-01,117.667
San Juan,2015-11-01,80.641
San Luis,2015-11-01,60.881
Santa Cruz,2015-11-01,64.556
Santa Fe,2015-11-01,503.224
Santiago del Estero,2015-11-01,51.836
Tierra del Fuego,2015-11-01,41.92
Tucumán,2015-11-01,163.221
Buenos Aires,2015-12-01,1961.665
C.A.B.A.,2015-12-01,1537.309
Catamarca,2015-12-01,31.248
Chaco,2015-12-01,74.763
Chubut,2015-12-01,99.796
Corrientes,2015-12-01,76.433
Córdoba,2015-12-01,502.714
Entre Ríos,2015-12-01,136.921
Formosa,2015-12-01,27.843
Jujuy,2015-12-01,56.442
La Pampa,2015-12-01,37.313
La Rioja,2015-12-01,30.955
Mendoza,2015-12-01,243.667
Misiones,2015-12-01,105.953
Neuquén,2015-12-01,113.701
Río Negro,2015-12-01,110.13
Salta,2015-12-01,116.804
San Juan,2015-12-01,80.193
San Luis,2015-12-01,59.5
Santa Cruz,2015-12-01,63.883
Santa Fe,2015-12-01,501.689
Santiago del Estero,2015-12-01,50.989
Tierra del Fuego,2015-12-01,42.122
Tucumán,2015-12-01,162.737
Buenos Aires,2016-01-01,1959.875
C.A.B.A.,2016-01-01,1538.038
Catamarca,2016-01-01,30.859
Chaco,2016-01-01,74.146
Chubut,2016-01-01,99.609
Corrientes,2016-01-01,76.645
Córdoba,2016-01-01,502.814
Entre Ríos,2016-01-01,136.119
Formosa,2016-01-01,27.65
Jujuy,2016-01-01,56.693
La Pampa,2016-01-01,37.733
La Rioja,2016-01-01,30.516
Mendoza,2016-01-01,242.943
Misiones,2016-01-01,104.654
Neuquén,2016-01-01,112.433
Río Negro,2016-01-01,105.686
Salta,2016-01-01,115.727
San Juan,2016-01-01,79.918
San Luis,2016-01-01,58.932
Santa Cruz,2016-01-01,62.411
Santa Fe,2016-01-01,501.553
Santiago del Estero,2016-01-01,50.923
Tierra del Fuego,2016-01-01,39.715
Tucumán,2016-01-01,162.873
Buenos Aires,2016-02-01,1958.191
C.A.B.A.,2016-02-01,1539.808
Catamarca,2016-02-01,30.703
Chaco,2016-02-01,74.151
Chubut,2016-02-01,99.224
Corrientes,2016-02-01,76.841
Córdoba,2016-02-01,503.438
Entre Ríos,2016-02-01,135.326
Formosa,2016-02-01,27.255
Jujuy,2016-02-01,57.059
La Pampa,2016-02-01,38.091
La Rioja,2016-02-01,30.105
Mendoza,2016-02-01,241.07
Misiones,2016-02-01,101.941
Neuquén,2016-02-01,112.655
Río Negro,2016-02-01,106.637
Salta,2016-02-01,115.349
San Juan,2016-02-01,80.315
San Luis,2016-02-01,58.913
Santa Cruz,2016-02-01,61.128
Santa Fe,2016-02-01,501.154
Santiago del Estero,2016-02-01,50.854
Tierra del Fuego,2016-02-01,39.586
Tucumán,2016-02-01,162.911
Buenos Aires,2016-03-01,1953.376
C.A.B.A.,2016-03-01,1541.527
Catamarca,2016-03-01,30.34
Chaco,2016-03-01,74.12
Chubut,2016-03-01,99.154
Corrientes,2016-03-01,76.13
Córdoba,2016-03-01,503.705
Entre Ríos,2016-03-01,134.949
Formosa,2016-03-01,27.147
Jujuy,2016-03-01,57.656
La Pampa,2016-03-01,38.098
La Rioja,2016-03-01,31.218
Mendoza,2016-03-01,240.714
Misiones,2016-03-01,105.592
Neuquén,2016-03-01,111.919
Río Negro,2016-03-01,106.998
Salta,2016-03-01,115.539
San Juan,2016-03-01,80.16
San Luis,2016-03-01,58.872
Santa Cruz,2016-03-01,60.026
Santa Fe,2016-03-01,501.342
Santiago del Estero,2016-03-01,50.902
Tierra del Fuego,2016-03-01,39.302
Tucumán,2016-03-01,163.544
Buenos Aires,2016-04-01,1949.204
C.A.B.A.,2016-04-01,1540.511
Catamarca,2016-04-01,30.079
Chaco,2016-04-01,74.274
Chubut,2016-04-01,98.609
Corrientes,2016-04-01,76.071
Córdoba,2016-04-01,503.942
Entre Ríos,2016-04-01,134.54
Formosa,2016-04-01,27.142
Jujuy,2016-04-01,57.072
La Pampa,2016-04-01,38.132
La Rioja,2016-04-01,30.172
Mendoza,2016-04-01,239.312
Misiones,2016-04-01,104.4
Neuquén,2016-04-01,112.393
Río Negro,2016-04-01,107.516
Salta,2016-04-01,115.86
San Juan,2016-04-01,79.583
San Luis,2016-04-01,58.556
Santa Cruz,2016-04-01,59.6
Santa Fe,2016-04-01,499.817
Santiago del Estero,2016-04-01,50.345
Tierra del Fuego,2016-04-01,38.882
Tucumán,2016-04-01,162.948
Buenos Aires,2016-05-01,1949.667
C.A.B.A.,2016-05-01,1535.291
Catamarca,2016-05-01,29.816
Chaco,2016-05-01,74.307
Chubut,2016-05-01,97.805
Corrientes,2016-05-01,75.878
Córdoba,2016-05-01,503.614
Entre Ríos,2016-05-01,134.965
Formosa,2016-05-01,26.994
Jujuy,2016-05-01,56.533
La Pampa,2016-05-01,37.98
La Rioja,2016-05-01,29.853
Mendoza,2016-05-01,240.725
Misiones,2016-05-01,102.999
Neuquén,2016-05-01,112.353
Río Negro,2016-05-01,107.23
Salta,2016-05-01,115.119
San Juan,2016-05-01,80.194
San Luis,2016-05-01,57.973
Santa Cruz,2016-05-01,59.263
Santa Fe,2016-05-01,499.644
Santiago del Estero,2016-05-01,49.877
Tierra del Fuego,2016-05-01,38.283
Tucumán,2016-05-01,162.045
Buenos Aires,2016-06-01,1947.817
C.A.B.A.,2016-06-01,1531.612
Catamarca,2016-06-01,29.768
Chaco,2016-06-01,74.378
Chubut,2016-06-01,97.476
Corrientes,2016-06-01,75.902
Córdoba,2016-06-01,502.608
Entre Ríos,2016-06-01,134.839
Formosa,2016-06-01,26.879
Jujuy,2016-06-01,56.746
La Pampa,2016-06-01,38.119
La Rioja,2016-06-01,30.771
Mendoza,2016-06-01,240.461
Misiones,2016-06-01,103.024
Neuquén,2016-06-01,112.466
Río Negro,2016-06-01,106.684
Salta,2016-06-01,115.752
San Juan,2016-06-01,80.215
San Luis,2016-06-01,57.491
Santa Cruz,2016-06-01,59.161
Santa Fe,2016-06-01,499.708
Santiago del Estero,2016-06-01,50.101
Tierra del Fuego,2016-06-01,37.814
Tucumán,2016-06-01,163.06
Buenos Aires,2016-07-01,1943.991
C.A.B.A.,2016-07-01,1531.652
Catamarca,2016-07-01,30.008
Chaco,2016-07-01,74.257
Chubut,2016-07-01,97.403
Corrientes,2016-07-01,75.806
Córdoba,2016-07-01,502.003
Entre Ríos,2016-07-01,135.014
Formosa,2016-07-01,26.714
Jujuy,2016-07-01,56.831
La Pampa,2016-07-01,38.017
La Rioja,2016-07-01,29.862
Mendoza,2016-07-01,241.696
Misiones,2016-07-01,102.818
Neuquén,2016-07-01,112.311
Río Negro,2016-07-01,106.543
Salta,2016-07-01,115.861
San Juan,2016-07-01,80.276
San Luis,2016-07-01,56.899
Santa Cruz,2016-07-01,59.401
Santa Fe,2016-07-01,500.122
Santiago del Estero,2016-07-01,50.006
Tierra del Fuego,2016-07-01,37.537
Tucumán,2016-07-01,163.404
Buenos Aires,2016-08-01,1944.932
C.A.B.A.,2016-08-01,1530.252
Catamarca,2016-08-01,30.111
Chaco,2016-08-01,74.594
Chubut,2016-08-01,97.326
Corrientes,2016-08-01,75.617
Córdoba,2016-08-01,501.984
Entre Ríos,2016-08-01,135.968
Formosa,2016-08-01,26.453
Jujuy,2016-08-01,56.872
La Pampa,2016-08-01,37.982
La Rioja,2016-08-01,30.259
Mendoza,2016-08-01,242.454
Misiones,2016-08-01,102.81
Neuquén,2016-08-01,112.119
Río Negro,2016-08-01,106.517
Salta,2016-08-01,115.107
San Juan,2016-08-01,79.932
San Luis,2016-08-01,56.417
Santa Cruz,2016-08-01,58.722
Santa Fe,2016-08-01,499.509
Santiago del Estero,2016-08-01,49.972
Tierra del Fuego,2016-08-01,37.541
Tucumán,2016-08-01,164.827
Buenos Aires,2016-09-01,1945.035
C.A.B.A.,2016-09-01,1531.947
Catamarca,2016-09-01,30.26
Chaco,2016-09-01,74.894
Chubut,2016-09-01,97.204
Corrientes,2016-09-01,75.897
Córdoba,2016-09-01,501.215
Entre Ríos,2016-09-01,136.257
Formosa,2016-09-01,26.535
Jujuy,2016-09-01,57.241
La Pampa,2016-09-01,38
La Rioja,2016-09-01,30.541
Mendoza,2016-09-01,243.169
Misiones,2016-09-01,103.251
Neuquén,2016-09-01,112.035
Río Negro,2016-09-01,106.883
Salta,2016-09-01,116.214
San Juan,2016-09-01,79.953
San Luis,2016-09-01,56.449
Santa Cruz,2016-09-01,58.284
Santa Fe,2016-09-01,500.054
Santiago del Estero,2016-09-01,49.871
Tierra del Fuego,2016-09-01,37.475
Tucumán,2016-09-01,164.316
Buenos Aires,2016-10-01,1944.62
C.A.B.A.,2016-10-01,1534.048
Catamarca,2016-10-01,30.305
Chaco,2016-10-01,75.032
Chubut,2016-10-01,97.12
Corrientes,2016-10-01,76.097
Córdoba,2016-10-01,500.999
Entre Ríos,2016-10-01,138.553
Formosa,2016-10-01,26.525
Jujuy,2016-10-01,57.703
La Pampa,2016-10-01,38.008
La Rioja,2016-10-01,30.493
Mendoza,2016-10-01,243.365
Misiones,2016-10-01,103.813
Neuquén,2016-10-01,111.421
Río Negro,2016-10-01,106.493
Salta,2016-10-01,116.455
San Juan,2016-10-01,79.906
San Luis,2016-10-01,56.642
Santa Cruz,2016-10-01,58.072
Santa Fe,2016-10-01,500.683
Santiago del Estero,2016-10-01,49.748
Tierra del Fuego,2016-10-01,36.995
Tucumán,2016-10-01,166.993
Buenos Aires,2016-11-01,1948.19
C.A.B.A.,2016-11-01,1534.194
Catamarca,2016-11-01,30.14
Chaco,2016-11-01,75.639
Chubut,2016-11-01,97.34
Corrientes,2016-11-01,76.278
Córdoba,2016-11-01,502.463
Entre Ríos,2016-11-01,137.277
Formosa,2016-11-01,26.495
Jujuy,2016-11-01,57.119
La Pampa,2016-11-01,38.108
La Rioja,2016-11-01,30.468
Mendoza,2016-11-01,243.078
Misiones,2016-11-01,103.608
Neuquén,2016-11-01,111.005
Río Negro,2016-11-01,106.214
Salta,2016-11-01,115.93
San Juan,2016-11-01,79.871
San Luis,2016-11-01,56.818
Santa Cruz,2016-11-01,58.007
Santa Fe,2016-11-01,501.397
Santiago del Estero,2016-11-01,50
Tierra del Fuego,2016-11-01,36.624
Tucumán,2016-11-01,165.446
Buenos Aires,2016-12-01,1949.404
C.A.B.A.,2016-12-01,1535.45
Catamarca,2016-12-01,30.276
Chaco,2016-12-01,76.047
Chubut,2016-12-01,97.411
Corrientes,2016-12-01,76.401
Córdoba,2016-12-01,503.64
Entre Ríos,2016-12-01,135.962
Formosa,2016-12-01,26.498
Jujuy,2016-12-01,58.693
La Pampa,2016-12-01,38.118
La Rioja,2016-12-01,30.868
Mendoza,2016-12-01,243.87
Misiones,2016-12-01,103.694
Neuquén,2016-12-01,110.623
Río Negro,2016-12-01,105.884
Salta,2016-12-01,116.309
San Juan,2016-12-01,79.787
San Luis,2016-12-01,56.768
Santa Cruz,2016-12-01,58.059
Santa Fe,2016-12-01,501.895
Santiago del Estero,2016-12-01,50.15
Tierra del Fuego,2016-12-01,36.042
Tucumán,2016-12-01,165.704
Buenos Aires,2017-01-01,1950.204
C.A.B.A.,2017-01-01,1535.809
Catamarca,2017-01-01,31.055
Chaco,2017-01-01,76.697
Chubut,2017-01-01,97.14
Corrientes,2017-01-01,76.461
Córdoba,2017-01-01,504.126
Entre Ríos,2017-01-01,136.44
Formosa,2017-01-01,26.164
Jujuy,2017-01-01,58.854
La Pampa,2017-01-01,38.006
La Rioja,2017-01-01,31.358
Mendoza,2017-01-01,243.827
Misiones,2017-01-01,103.94
Neuquén,2017-01-01,110.049
Río Negro,2017-01-01,105.361
Salta,2017-01-01,117.049
San Juan,2017-01-01,79.779
San Luis,2017-01-01,56.807
Santa Cruz,2017-01-01,58.155
Santa Fe,2017-01-01,502.901
Santiago del Estero,2017-01-01,50.369
Tierra del Fuego,2017-01-01,36.481
Tucumán,2017-01-01,164.587
Buenos Aires,2017-02-01,1949.137
C.A.B.A.,2017-02-01,1533.885
Catamarca,2017-02-01,31.312
Chaco,2017-02-01,76.932
Chubut,2017-02-01,97.286
Corrientes,2017-02-01,76.586
Córdoba,2017-02-01,504.37
Entre Ríos,2017-02-01,135.933
Formosa,2017-02-01,26.339
Jujuy,2017-02-01,59.115
La Pampa,2017-02-01,37.885
La Rioja,2017-02-01,33.614
Mendoza,2017-02-01,243.523
Misiones,2017-02-01,103.677
Neuquén,2017-02-01,109.18
Río Negro,2017-02-01,104.268
Salta,2017-02-01,116.855
San Juan,2017-02-01,79.628
San Luis,2017-02-01,56.394
Santa Cruz,2017-02-01,58.231
Santa Fe,2017-02-01,504.137
Santiago del Estero,2017-02-01,50.47
Tierra del Fuego,2017-02-01,36.533
Tucumán,2017-02-01,165.119
Buenos Aires,2017-03-01,1955.147
C.A.B.A.,2017-03-01,1539.729
Catamarca,2017-03-01,31.656
Chaco,2017-03-01,76.961
Chubut,2017-03-01,97.413
Corrientes,2017-03-01,76.527
Córdoba,2017-03-01,504.222
Entre Ríos,2017-03-01,136.33
Formosa,2017-03-01,26.34
Jujuy,2017-03-01,60.914
La Pampa,2017-03-01,37.692
La Rioja,2017-03-01,33.002
Mendoza,2017-03-01,243.046
Misiones,2017-03-01,103.231
Neuquén,2017-03-01,108.716
Río Negro,2017-03-01,104.569
Salta,2017-03-01,117.211
San Juan,2017-03-01,79.631
San Luis,2017-03-01,56.403
Santa Cruz,2017-03-01,58.291
Santa Fe,2017-03-01,505.251
Santiago del Estero,2017-03-01,50.398
Tierra del Fuego,2017-03-01,36.454
Tucumán,2017-03-01,166.171
Buenos Aires,2017-04-01,1954.514
C.A.B.A.,2017-04-01,1542.064
Catamarca,2017-04-01,34.117
Chaco,2017-04-01,76.363
Chubut,2017-04-01,97.464
Corrientes,2017-04-01,76.401
Córdoba,2017-04-01,503.631
Entre Ríos,2017-04-01,136.029
Formosa,2017-04-01,26.097
Jujuy,2017-04-01,58.212
La Pampa,2017-04-01,37.509
La Rioja,2017-04-01,32.42
Mendoza,2017-04-01,240.336
Misiones,2017-04-01,103.641
Neuquén,2017-04-01,108.171
Río Negro,2017-04-01,104.539
Salta,2017-04-01,116.295
San Juan,2017-04-01,79.126
San Luis,2017-04-01,55.979
Santa Cruz,2017-04-01,58.007
Santa Fe,2017-04-01,503.547
Santiago del Estero,2017-04-01,51.21
