jurisdiccion,fecha,puestos_miles
Río Negro,2023-01-01,109.819
Salta,2023-01-01,122.296
San Juan,2023-01-01,83.239
San Luis,2023-01-01,55.691
Santa Cruz,2023-01-01,60.237
Santa Fe,2023-01-01,517.807
Santiago del Estero,2023-01-01,55.382
Tierra del Fuego,2023-01-01,38.147
Tucumán,2023-01-01,161.857
Buenos Aires,2023-02-01,1990.228
C.A.B.A.,2023-02-01,1507.44
Catamarca,2023-02-01,36.589
Chaco,2023-02-01,80.066
Chubut,2023-02-01,98.09
Corrientes,2023-02-01,80.813
Córdoba,2023-02-01,528.597
Entre Ríos,2023-02-01,139.503
Formosa,2023-02-01,27.61
Jujuy,2023-02-01,62.228
La Pampa,2023-02-01,40.241
La Rioja,2023-02-01,32.542
Mendoza,2023-02-01,242.965
Misiones,2023-02-01,108.881
Neuquén,2023-02-01,134.84
Río Negro,2023-02-01,109.905
Salta,2023-02-01,122.843
San Juan,2023-02-01,82.816
San Luis,2023-02-01,55.51
Santa Cruz,2023-02-01,60.227
Santa Fe,2023-02-01,518.835
Santiago del Estero,2023-02-01,55.593
Tierra del Fuego,2023-02-01,39.098
Tucumán,2023-02-01,162.451
Buenos Aires,2023-03-01,1998.384
C.A.B.A.,2023-03-01,1515.736
Catamarca,2023-03-01,36.913
Chaco,2023-03-01,80.65
Chubut,2023-03-01,98.058
Corrientes,2023-03-01,81.009
Córdoba,2023-03-01,529.122
Entre Ríos,2023-03-01,139.86
Formosa,2023-03-01,27.544
Jujuy,2023-03-01,63.618
La Pampa,2023-03-01,40.61
La Rioja,2023-03-01,32.907
Mendoza,2023-03-01,243.079
Misiones,2023-03-01,108.994
Neuquén,2023-03-01,136.644
Río Negro,2023-03-01,110.036
Salta,2023-03-01,124.219
San Juan,2023-03-01,82.157
San Luis,2023-03-01,55.644
Santa Cruz,2023-03-01,60.296
Santa Fe,2023-03-01,520.884
Santiago del Estero,2023-03-01,56.065
Tierra del Fuego,2023-03-01,39.381
Tucumán,2023-03-01,160.549
Buenos Aires,2023-04-01,2003.841
C.A.B.A.,2023-04-01,1519.475
Catamarca,2023-04-01,37.604
Chaco,2023-04-01,80.889
Chubut,2023-04-01,98.047
Corrientes,2023-04-01,80.729
Córdoba,2023-04-01,531.477
Entre Ríos,2023-04-01,140.07
Formosa,2023-04-01,27.396
Jujuy,2023-04-01,62.528
La Pampa,2023-04-01,40.743
La Rioja,2023-04-01,32.867
Mendoza,2023-04-01,241.741
Misiones,2023-04-01,107.922
Neuquén,2023-04-01,138.585
Río Negro,2023-04-01,110.69
Salta,2023-04-01,125.889
San Juan,2023-04-01,82.651
San Luis,2023-04-01,55.768
Santa Cruz,2023-04-01,60.935
Santa Fe,2023-04-01,521.767
Santiago del Estero,2023-04-01,55.974
Tierra del Fuego,2023-04-01,39.018
Tucumán,2023-04-01,158.523
Buenos Aires,2023-05-01,2009.587
C.A.B.A.,2023-05-01,1521.16
Catamarca,2023-05-01,38.393
Chaco,2023-05-01,81.029
Chubut,2023-05-01,98.363
Corrientes,2023-05-01,81.207
Córdoba,2023-05-01,531.912
Entre Ríos,2023-05-01,140.204
Formosa,2023-05-01,26.977
Jujuy,2023-05-01,62.153
La Pampa,2023-05-01,40.837
La Rioja,2023-05-01,33.189
Mendoza,2023-05-01,244.332
Misiones,2023-05-01,108.914
Neuquén,2023-05-01,139.136
Río Negro,2023-05-01,110.976
Salta,2023-05-01,125.739
San Juan,2023-05-01,83.463
San Luis,2023-05-01,55.804
Santa Cruz,2023-05-01,60.941
Santa Fe,2023-05-01,522.593
Santiago del Estero,2023-05-01,56.145
Tierra del Fuego,2023-05-01,39.275
Tucumán,2023-05-01,159.14
Buenos Aires,2023-06-01,2014.642
C.A.B.A.,2023-06-01,1525.754
Catamarca,2023-06-01,38.58
Chaco,2023-06-01,80.839
Chubut,2023-06-01,98.862
Corrientes,2023-06-01,81.453
Córdoba,2023-06-01,533.017
Entre Ríos,2023-06-01,140.745
Formosa,2023-06-01,27.168
Jujuy,2023-06-01,62.098
La Pampa,2023-06-01,40.938
La Rioja,2023-06-01,33.843
Mendoza,2023-06-01,244.966
Misiones,2023-06-01,109.515
Neuquén,2023-06-01,139.943
Río Negro,2023-06-01,110.55
Salta,2023-06-01,126.113
San Juan,2023-06-01,83.374
San Luis,2023-06-01,56.079
Santa Cruz,2023-06-01,61.391
Santa Fe,2023-06-01,522.624
Santiago del Estero,2023-06-01,56.123
Tierra del Fuego,2023-06-01,39.163
Tucumán,2023-06-01,159.526
Buenos Aires,2023-07-01,2022.498
C.A.B.A.,2023-07-01,1531.514
Catamarca,2023-07-01,38.679
Chaco,2023-07-01,80.365
Chubut,2023-07-01,99.007
Corrientes,2023-07-01,81.713
Córdoba,2023-07-01,532.792
Entre Ríos,2023-07-01,141.204
Formosa,2023-07-01,26.775
Jujuy,2023-07-01,61.791
La Pampa,2023-07-01,41.244
La Rioja,2023-07-01,33.989
Mendoza,2023-07-01,246.798
Misiones,2023-07-01,109.939
Neuquén,2023-07-01,141.012
Río Negro,2023-07-01,111.542
Salta,2023-07-01,126.656
San Juan,2023-07-01,84.013
San Luis,2023-07-01,56.266
Santa Cruz,2023-07-01,61.481
Santa Fe,2023-07-01,523.217
Santiago del Estero,2023-07-01,55.784
Tierra del Fuego,2023-07-01,39.083
Tucumán,2023-07-01,159.052
Buenos Aires,2023-08-01,2026.145
C.A.B.A.,2023-08-01,1531.825
Catamarca,2023-08-01,38.899
Chaco,2023-08-01,80.2
Chubut,2023-08-01,98.74
Corrientes,2023-08-01,81.391
Córdoba,2023-08-01,532.288
Entre Ríos,2023-08-01,141.453
Formosa,2023-08-01,26.58
Jujuy,2023-08-01,61.493
La Pampa,2023-08-01,41.035
La Rioja,2023-08-01,33.582
Mendoza,2023-08-01,246.457
Misiones,2023-08-01,110.22
Neuquén,2023-08-01,142.13
Río Negro,2023-08-01,111.098
Salta,2023-08-01,127.014
San Juan,2023-08-01,83.312
San Luis,2023-08-01,56.276
Santa Cruz,2023-08-01,61.348
Santa Fe,2023-08-01,523.556
Santiago del Estero,2023-08-01,55.631
Tierra del Fuego,2023-08-01,39.22
Tucumán,2023-08-01,159.458
Buenos Aires,2023-09-01,2022.193
C.A.B.A.,2023-09-01,1527.797
Catamarca,2023-09-01,39.084
Chaco,2023-09-01,79.693
Chubut,2023-09-01,98.183
Corrientes,2023-09-01,80.683
Córdoba,2023-09-01,531.626
Entre Ríos,2023-09-01,140.408
Formosa,2023-09-01,25.813
Jujuy,2023-09-01,60.956
La Pampa,2023-09-01,40.986
La Rioja,2023-09-01,33.305
Mendoza,2023-09-01,245.991
Misiones,2023-09-01,110.198
Neuquén,2023-09-01,142.829
Río Negro,2023-09-01,111.211
Salta,2023-09-01,126.683
San Juan,2023-09-01,82.671
San Luis,2023-09-01,56.024
Santa Cruz,2023-09-01,60.937
Santa Fe,2023-09-01,523.2
Santiago del Estero,2023-09-01,55.196
Tierra del Fuego,2023-09-01,38.62
Tucumán,2023-09-01,159.014
Buenos Aires,2023-10-01,2020.426
C.A.B.A.,2023-10-01,1527.938
Catamarca,2023-10-01,39.028
Chaco,2023-10-01,78.153
Chubut,2023-10-01,98.49
Corrientes,2023-10-01,80.23
Córdoba,2023-10-01,531.447
Entre Ríos,2023-10-01,138.626
Formosa,2023-10-01,25.154
Jujuy,2023-10-01,60.774
La Pampa,2023-10-01,41.023
La Rioja,2023-10-01,33.023
Mendoza,2023-10-01,244.789
Misiones,2023-10-01,109.131
Neuquén,2023-10-01,143.357
Río Negro,2023-10-01,110.494
Salta,2023-10-01,126.945
San Juan,2023-10-01,81.827
San Luis,2023-10-01,55.357
Santa Cruz,2023-10-01,60.843
Santa Fe,2023-10-01,522.325
Santiago del Estero,2023-10-01,54.462
Tierra del Fuego,2023-10-01,38.262
Tucumán,2023-10-01,159.805
Buenos Aires,2023-11-01,2019.526
C.A.B.A.,2023-11-01,1529.878
Catamarca,2023-11-01,39.231
Chaco,2023-11-01,77.651
Chubut,2023-11-01,95.768
Corrientes,2023-11-01,80.134
Córdoba,2023-11-01,530.951
Entre Ríos,2023-11-01,139.176
Formosa,2023-11-01,24.734
Jujuy,2023-11-01,59.988
La Pampa,2023-11-01,40.91
La Rioja,2023-11-01,32.786
Mendoza,2023-11-01,243.125
Misiones,2023-11-01,108.84
Neuquén,2023-11-01,143.525
Río Negro,2023-11-01,110.777
Salta,2023-11-01,127.638
San Juan,2023-11-01,81.317
San Luis,2023-11-01,55.21
Santa Cruz,2023-11-01,60.856
Santa Fe,2023-11-01,521.347
Santiago del Estero,2023-11-01,54.109
Tierra del Fuego,2023-11-01,37.926
Tucumán,2023-11-01,160.805
Buenos Aires,2023-12-01,2015.36
C.A.B.A.,2023-12-01,1527.465
Catamarca,2023-12-01,38.902
Chaco,2023-12-01,76.813
Chubut,2023-12-01,98.307
Corrientes,2023-12-01,79.674
Córdoba,2023-12-01,530.866
Entre Ríos,2023-12-01,139.444
Formosa,2023-12-01,24.155
Jujuy,2023-12-01,59.325
La Pampa,2023-12-01,40.697
La Rioja,2023-12-01,32.451
Mendoza,2023-12-01,243.977
Misiones,2023-12-01,107.946
Neuquén,2023-12-01,143.513
Río Negro,2023-12-01,111.505
Salta,2023-12-01,128.134
San Juan,2023-12-01,80.682
San Luis,2023-12-01,54.498
Santa Cruz,2023-12-01,60.697
Santa Fe,2023-12-01,521.487
Santiago del Estero,2023-12-01,53.682
Tierra del Fuego,2023-12-01,36.497
Tucumán,2023-12-01,159.434
Buenos Aires,2024-01-01,2002.23
C.A.B.A.,2024-01-01,1525.686
Catamarca,2024-01-01,37.816
Chaco,2024-01-01,75.738
Chubut,2024-01-01,98.227
Corrientes,2024-01-01,78.881
Córdoba,2024-01-01,528.431
Entre Ríos,2024-01-01,138.521
Formosa,2024-01-01,23.367
Jujuy,2024-01-01,58.704
La Pampa,2024-01-01,40.516
La Rioja,2024-01-01,32.713
Mendoza,2024-01-01,244.202
Misiones,2024-01-01,106.947
Neuquén,2024-01-01,142.674
Río Negro,2024-01-01,110.199
Salta,2024-01-01,128.266
San Juan,2024-01-01,79.478
San Luis,2024-01-01,53.977
Santa Cruz,2024-01-01,60.206
Santa Fe,2024-01-01,518.743
Santiago del Estero,2024-01-01,52.347
Tierra del Fuego,2024-01-01,35.478
Tucumán,2024-01-01,160.109
Buenos Aires,2024-02-01,1988.679
C.A.B.A.,2024-02-01,1521.191
Catamarca,2024-02-01,37.436
Chaco,2024-02-01,75.064
Chubut,2024-02-01,97.396
Corrientes,2024-02-01,78.422
Córdoba,2024-02-01,526.529
Entre Ríos,2024-02-01,137.932
Formosa,2024-02-01,23.079
Jujuy,2024-02-01,58.519
La Pampa,2024-02-01,40.149
La Rioja,2024-02-01,30.876
Mendoza,2024-02-01,245.093
Misiones,2024-02-01,102.771
Neuquén,2024-02-01,142.076
Río Negro,2024-02-01,109.884
Salta,2024-02-01,128.68
San Juan,2024-02-01,78.881
San Luis,2024-02-01,53.462
Santa Cruz,2024-02-01,60.486
Santa Fe,2024-02-01,516.428
Santiago del Estero,2024-02-01,51.661
Tierra del Fuego,2024-02-01,35.494
Tucumán,2024-02-01,160.096
Buenos Aires,2024-03-01,1982.238
C.A.B.A.,2024-03-01,1518.279
Catamarca,2024-03-01,37.166
Chaco,2024-03-01,74.107
Chubut,2024-03-01,96.653
Corrientes,2024-03-01,78.467
Córdoba,2024-03-01,523.897
Entre Ríos,2024-03-01,137.327
Formosa,2024-03-01,22.687
Jujuy,2024-03-01,58.622
La Pampa,2024-03-01,39.806
La Rioja,2024-03-01,29.349
Mendoza,2024-03-01,244.082
Misiones,2024-03-01,105.992
Neuquén,2024-03-01,142.838
Río Negro,2024-03-01,110.144
Salta,2024-03-01,128.899
San Juan,2024-03-01,78.518
San Luis,2024-03-01,52.982
Santa Cruz,2024-03-01,59.775
Santa Fe,2024-03-01,513.85
Santiago del Estero,2024-03-01,50.622
Tierra del Fuego,2024-03-01,35.237
Tucumán,2024-03-01,159.637
Buenos Aires,2024-04-01,1973.831
C.A.B.A.,2024-04-01,1515.665
Catamarca,2024-04-01,37.22
Chaco,2024-04-01,73.678
Chubut,2024-04-01,97.131
Corrientes,2024-04-01,78.628
Córdoba,2024-04-01,522.77
Entre Ríos,2024-04-01,136.782
Formosa,2024-04-01,22.469
Jujuy,2024-04-01,58.744
La Pampa,2024-04-01,39.518
La Rioja,2024-04-01,29.68
Mendoza,2024-04-01,243.025
Misiones,2024-04-01,105.39
Neuquén,2024-04-01,143.597
Río Negro,2024-04-01,110.553
Salta,2024-04-01,129.054
San Juan,2024-04-01,77.885
San Luis,2024-04-01,52.571
Santa Cruz,2024-04-01,57.529
Santa Fe,2024-04-01,511.564
Santiago del Estero,2024-04-01,50.693
Tierra del Fuego,2024-04-01,34.829
Tucumán,2024-04-01,160.012
Buenos Aires,2024-05-01,1968.631
C.A.B.A.,2024-05-01,1514.519
Catamarca,2024-05-01,36.836
Chaco,2024-05-01,74.402
Chubut,2024-05-01,97.559
Corrientes,2024-05-01,77.944
Córdoba,2024-05-01,522.084
Entre Ríos,2024-05-01,136.112
Formosa,2024-05-01,22.188
Jujuy,2024-05-01,58.938
La Pampa,2024-05-01,39.307
La Rioja,2024-05-01,29.59
Mendoza,2024-05-01,244.125
Misiones,2024-05-01,104.371
Neuquén,2024-05-01,143.904
Río Negro,2024-05-01,110.205
Salta,2024-05-01,128.901
San Juan,2024-05-01,77.53
San Luis,2024-05-01,52.951
Santa Cruz,2024-05-01,56.936
Santa Fe,2024-05-01,510.005
Santiago del Estero,2024-05-01,50.483
Tierra del Fuego,2024-05-01,34.405
Tucumán,2024-05-01,160.464
Buenos Aires,2024-06-01,1964.344
C.A.B.A.,2024-06-01,1512.507
Catamarca,2024-06-01,36.613
Chaco,2024-06-01,74.232
Chubut,2024-06-01,97.378
Corrientes,2024-06-01,77.827
Córdoba,2024-06-01,520.778
Entre Ríos,2024-06-01,135.689
Formosa,2024-06-01,21.85
Jujuy,2024-06-01,58.67
La Pampa,2024-06-01,39.161
La Rioja,2024-06-01,29.216
Mendoza,2024-06-01,244.156
Misiones,2024-06-01,103.754
Neuquén,2024-06-01,145.025
Río Negro,2024-06-01,110.971
Salta,2024-06-01,128.445
San Juan,2024-06-01,77.096
San Luis,2024-06-01,52.777
Santa Cruz,2024-06-01,56.922
Santa Fe,2024-06-01,509.471
Santiago del Estero,2024-06-01,50.222
Tierra del Fuego,2024-06-01,34.419
Tucumán,2024-06-01,160.333
Buenos Aires,2024-07-01,1961.061
C.A.B.A.,2024-07-01,1512.13
Catamarca,2024-07-01,36.163
Chaco,2024-07-01,73.088
Chubut,2024-07-01,97.313
Corrientes,2024-07-01,78.017
Córdoba,2024-07-01,520.897
Entre Ríos,2024-07-01,135.493
Formosa,2024-07-01,21.775
Jujuy,2024-07-01,58.986
La Pampa,2024-07-01,38.961
La Rioja,2024-07-01,29.043
Mendoza,2024-07-01,243.546
Misiones,2024-07-01,103.067
Neuquén,2024-07-01,146.145
Río Negro,2024-07-01,111.053
Salta,2024-07-01,127.908
San Juan,2024-07-01,77.072
San Luis,2024-07-01,52.159
Santa Cruz,2024-07-01,56.86
Santa Fe,2024-07-01,508.767
Santiago del Estero,2024-07-01,49.843
Tierra del Fuego,2024-07-01,34.59
Tucumán,2024-07-01,160.191
Buenos Aires,2024-08-01,1961.569
C.A.B.A.,2024-08-01,1513.146
Catamarca,2024-08-01,36.416
Chaco,2024-08-01,72.99
Chubut,2024-08-01,97.054
Corrientes,2024-08-01,78.521
Córdoba,2024-08-01,520.195
Entre Ríos,2024-08-01,135.671
Formosa,2024-08-01,21.83
Jujuy,2024-08-01,58.675
La Pampa,2024-08-01,38.922
La Rioja,2024-08-01,29.404
Mendoza,2024-08-01,243.816
Misiones,2024-08-01,102.898
Neuquén,2024-08-01,146.842
Río Negro,2024-08-01,111.62
Salta,2024-08-01,127.789
San Juan,2024-08-01,77.234
San Luis,2024-08-01,51.92
Santa Cruz,2024-08-01,56.713
Santa Fe,2024-08-01,509.11
Santiago del Estero,2024-08-01,49.803
Tierra del Fuego,2024-08-01,34.727
Tucumán,2024-08-01,160.087
Buenos Aires,2024-09-01,1966.023
C.A.B.A.,2024-09-01,1514.388
Catamarca,2024-09-01,36.338
Chaco,2024-09-01,73.235
Chubut,2024-09-01,95.846
Corrientes,2024-09-01,78.947
Córdoba,2024-09-01,520.42
Entre Ríos,2024-09-01,136.148
Formosa,2024-09-01,21.961
Jujuy,2024-09-01,58.828
La Pampa,2024-09-01,39.008
La Rioja,2024-09-01,29.852
Mendoza,2024-09-01,245.206
Misiones,2024-09-01,103.632
Neuquén,2024-09-01,147.128
Río Negro,2024-09-01,111.247
Salta,2024-09-01,127.646
San Juan,2024-09-01,77.81
San Luis,2024-09-01,51.898
Santa Cruz,2024-09-01,56.988
Santa Fe,2024-09-01,509.366
Santiago del Estero,2024-09-01,49.787
Tierra del Fuego,2024-09-01,35.183
Tucumán,2024-09-01,160.21
Buenos Aires,2024-10-01,1972.449
C.A.B.A.,2024-10-01,1513.508
Catamarca,2024-10-01,36.326
Chaco,2024-10-01,73.517
Chubut,2024-10-01,96.494
Corrientes,2024-10-01,79.135
Córdoba,2024-10-01,519.862
Entre Ríos,2024-10-01,136.05
Formosa,2024-10-01,22.211
Jujuy,2024-10-01,58.994
La Pampa,2024-10-01,38.877
La Rioja,2024-10-01,29.583
Mendoza,2024-10-01,245.712
Misiones,2024-10-01,103.929
Neuquén,2024-10-01,147.352
Río Negro,2024-10-01,111.217
Salta,2024-10-01,126.978
San Juan,2024-10-01,78.061
San Luis,2024-10-01,52.122
Santa Cruz,2024-10-01,57.081
Santa Fe,2024-10-01,510.365
Santiago del Estero,2024-10-01,49.82
Tierra del Fuego,2024-10-01,35.429
Tucumán,2024-10-01,160.588
Buenos Aires,2024-11-01,1970.795
C.A.B.A.,2024-11-01,1513.728
Catamarca,2024-11-01,36.131
Chaco,2024-11-01,73.606
Chubut,2024-11-01,97.623
Corrientes,2024-11-01,79.216
Córdoba,2024-11-01,519.949
Entre Ríos,2024-11-01,136.05
Formosa,2024-11-01,22.252
Jujuy,2024-11-01,59.184
La Pampa,2024-11-01,38.906
La Rioja,2024-11-01,29.734
Mendoza,2024-11-01,246.559
Misiones,2024-11-01,103.435
Neuquén,2024-11-01,147.421
Río Negro,2024-11-01,111.3
Salta,2024-11-01,125.911
San Juan,2024-11-01,78.17
San Luis,2024-11-01,52.154
Santa Cruz,2024-11-01,57.164
Santa Fe,2024-11-01,509.906
Santiago del Estero,2024-11-01,49.812
Tierra del Fuego,2024-11-01,35.606
Tucumán,2024-11-01,160.461
Buenos Aires,2024-12-01,1973.839
C.A.B.A.,2024-12-01,1516.959
Catamarca,2024-12-01,36.297
Chaco,2024-12-01,73.835
Chubut,2024-12-01,97.112
Corrientes,2024-12-01,79.969
Córdoba,2024-12-01,520.316
Entre Ríos,2024-12-01,136.406
Formosa,2024-12-01,22.504
Jujuy,2024-12-01,59.184
La Pampa,2024-12-01,38.78
La Rioja,2024-12-01,29.677
Mendoza,2024-12-01,247.342
Misiones,2024-12-01,103.339
Neuquén,2024-12-01,147.137
Río Negro,2024-12-01,110.869
Salta,2024-12-01,126.54
San Juan,2024-12-01,78.64
San Luis,2024-12-01,52.474
Santa Cruz,2024-12-01,57.164
Santa Fe,2024-12-01,510.245
Santiago del Estero,2024-12-01,50.058
Tierra del Fuego,2024-12-01,36.085
Tucumán,2024-12-01,160.824
Buenos Aires,2025-01-01,1971.793
C.A.B.A.,2025-01-01,1513.746
Catamarca,2025-01-01,38.839
Chaco,2025-01-01,73.997
Chubut,2025-01-01,96.725
Corrientes,2025-01-01,80.291
Córdoba,2025-01-01,519.498
Entre Ríos,2025-01-01,136.549
Formosa,2025-01-01,22.738
Jujuy,2025-01-01,59.439
La Pampa,2025-01-01,38.78
La Rioja,2025-01-01,29.395
Mendoza,2025-01-01,247.015
Misiones,2025-01-01,103.533
Neuquén,2025-01-01,147.77
Río Negro,2025-01-01,110.276
Salta,2025-01-01,125.161
San Juan,2025-01-01,79.18
San Luis,2025-01-01,52.424
Santa Cruz,2025-01-01,56.635
Santa Fe,2025-01-01,509.999
Santiago del Estero,2025-01-01,50.114
Tierra del Fuego,2025-01-01,36.485
Tucumán,2025-01-01,161.03
Buenos Aires,2025-02-01,1977.566
C.A.B.A.,2025-02-01,1514.447
Catamarca,2025-02-01,36.823
Chaco,2025-02-01,73.849
Chubut,2025-02-01,97.069
Corrientes,2025-02-01,80.586
Córdoba,2025-02-01,522.545
Entre Ríos,2025-02-01,136.891
Formosa,2025-02-01,22.79
Jujuy,2025-02-01,59.397
La Pampa,2025-02-01,38.875
La Rioja,2025-02-01,29.298
Mendoza,2025-02-01,247.763
Misiones,2025-02-01,103.142
Neuquén,2025-02-01,148.217
Río Negro,2025-02-01,110.23
Salta,2025-02-01,124.569
San Juan,2025-02-01,79.533
San Luis,2025-02-01,52.894
Santa Cruz,2025-02-01,55.236
Santa Fe,2025-02-01,510.685
Santiago del Estero,2025-02-01,50.342
Tierra del Fuego,2025-02-01,36.15
Tucumán,2025-02-01,160.868
Buenos Aires,2025-03-01,1978.216
C.A.B.A.,2025-03-01,1513.136
Catamarca,2025-03-01,36.55
Chaco,2025-03-01,73.882
Chubut,2025-03-01,96.427
Corrientes,2025-03-01,80.499
Córdoba,2025-03-01,521.932
Entre Ríos,2025-03-01,136.901
Formosa,2025-03-01,22.907
Jujuy,2025-03-01,59.438
La Pampa,2025-03-01,38.764
La Rioja,2025-03-01,28.612
Mendoza,2025-03-01,246.539
Misiones,2025-03-01,102.252
Neuquén,2025-03-01,148.108
Río Negro,2025-03-01,110.62
Salta,2025-03-01,122.669
San Juan,2025-03-01,79.387
San Luis,2025-03-01,52.809
Santa Cruz,2025-03-01,53.847
Santa Fe,2025-03-01,510.886
Santiago del Estero,2025-03-01,50.377
Tierra del Fuego,2025-03-01,35.64
Tucumán,2025-03-01,160.697
Buenos Aires,2025-04-01,1980.134
C.A.B.A.,2025-04-01,1514.965
Catamarca,2025-04-01,36.252
Chaco,2025-04-01,73.577
Chubut,2025-04-01,95.608
Corrientes,2025-04-01,80.612
Córdoba,2025-04-01,521.921
Entre Ríos,2025-04-01,136.861
Formosa,2025-04-01,22.943
Jujuy,2025-04-01,59.338
La Pampa,2025-04-01,38.981
La Rioja,2025-04-01,29.627
Mendoza,2025-04-01,246.803
Misiones,2025-04-01,102.634
Neuquén,2025-04-01,148.181
Río Negro,2025-04-01,110.638
Salta,2025-04-01,123.282
San Juan,2025-04-01,79.975
San Luis,2025-04-01,52.805
Santa Cruz,2025-04-01,53.176
Santa Fe,2025-04-01,511.789
Santiago del Estero,2025-04-01,50.199
Tierra del Fuego,2025-04-01,36.017
Tucumán,2025-04-01,162.339
Buenos Aires,2025-05-01,1981.484
C.A.B.A.,2025-05-01,1515.04
Catamarca,2025-05-01,35.987
Chaco,2025-05-01,72.963
Chubut,2025-05-01,94.599
Corrientes,2025-05-01,80.226
Córdoba,2025-05-01,523.34
Entre Ríos,2025-05-01,136.961
Formosa,2025-05-01,22.967
Jujuy,2025-05-01,59.43
La Pampa,2025-05-01,39.004
La Rioja,2025-05-01,29.745
Mendoza,2025-05-01,246.676
Misiones,2025-05-01,102.805
Neuquén,2025-05-01,148.563
Río Negro,2025-05-01,110.9
Salta,2025-05-01,123.125
San Juan,2025-05-01,79.479
San Luis,2025-05-01,52.576
Santa Cruz,2025-05-01,52.794
Santa Fe,2025-05-01,512.25
Santiago del Estero,2025-05-01,50.424
Tierra del Fuego,2025-05-01,35.925
Tucumán,2025-05-01,161.698
Buenos Aires,2025-06-01,1981.29
C.A.B.A.,2025-06-01,1509.875
Catamarca,2025-06-01,36.01
Chaco,2025-06-01,72.461
Chubut,2025-06-01,91.329
Corrientes,2025-06-01,79.886
Córdoba,2025-06-01,522.227
Entre Ríos,2025-06-01,136.842
Formosa,2025-06-01,23.011
Jujuy,2025-06-01,59.178
La Pampa,2025-06-01,38.964
La Rioja,2025-06-01,29.194
Mendoza,2025-06-01,245.895
Misiones,2025-06-01,102.421
Neuquén,2025-06-01,148.482
Río Negro,2025-06-01,111.057
Salta,2025-06-01,122.208
San Juan,2025-06-01,79.833
San Luis,2025-06-01,52.451
Santa Cruz,2025-06-01,52.587
Santa Fe,2025-06-01,512.713
Santiago del Estero,2025-06-01,50.375
Tierra del Fuego,2025-06-01,35.726
Tucumán,2025-06-01,160.763
Buenos Aires,2025-07-01,1976.469
C.A.B.A.,2025-07-01,1506.251
Catamarca,2025-07-01,36.004
Chaco,2025-07-01,72.512
Chubut,2025-07-01,89.569
Corrientes,2025-07-01,79.436
Córdoba,2025-07-01,521.213
Entre Ríos,2025-07-01,136.488
Formosa,2025-07-01,22.866
Jujuy,2025-07-01,58.68
La Pampa,2025-07-01,38.938
La Rioja,2025-07-01,29.137
Mendoza,2025-07-01,246.356
Misiones,2025-07-01,101.873
Neuquén,2025-07-01,148.541
Río Negro,2025-07-01,110.9
Salta,2025-07-01,121.982
San Juan,2025-07-01,79.774
San Luis,2025-07-01,52.343
Santa Cruz,2025-07-01,51.944
Santa Fe,2025-07-01,512.18
Santiago del Estero,2025-07-01,50.844
Tierra del Fuego,2025-07-01,35.463
Tucumán,2025-07-01,161.093
Buenos Aires,2025-08-01,1971.465
C.A.B.A.,2025-08-01,1502.114
Catamarca,2025-08-01,35.908
Chaco,2025-08-01,72.01
Chubut,2025-08-01,91.458
Corrientes,2025-08-01,79.09
Córdoba,2025-08-01,522.143
Entre Ríos,2025-08-01,136.249
Formosa,2025-08-01,22.73
Jujuy,2025-08-01,58.814
La Pampa,2025-08-01,38.986
La Rioja,2025-08-01,28.981
Mendoza,2025-08-01,245.694
Misiones,2025-08-01,101.417
Neuquén,2025-08-01,148.068
Río Negro,2025-08-01,110.864
Salta,2025-08-01,121.517
San Juan,2025-08-01,79.997
San Luis,2025-08-01,52.108
Santa Cruz,2025-08-01,51.757
Santa Fe,2025-08-01,511.018
Santiago del Estero,2025-08-01,50.981
Tierra del Fuego,2025-08-01,35.279
Tucumán,2025-08-01,160.262
Buenos Aires,2025-09-01,1965.441
C.A.B.A.,2025-09-01,1500.837
Catamarca,2025-09-01,35.94
Chaco,2025-09-01,71.639
Chubut,2025-09-01,92.349
Corrientes,2025-09-01,78.379
Córdoba,2025-09-01,520.159
Entre Ríos,2025-09-01,135.738
Formosa,2025-09-01,22.54
Jujuy,2025-09-01,58.62
La Pampa,2025-09-01,38.871
La Rioja,2025-09-01,28.717
Mendoza,2025-09-01,243.593
Misiones,2025-09-01,100.194
Neuquén,2025-09-01,148.216
Río Negro,2025-09-01,111.047
Salta,2025-09-01,121.343
San Juan,2025-09-01,80.171
San Luis,2025-09-01,52.029
Santa Cruz,2025-09-01,51.506
Santa Fe,2025-09-01,510.714
Santiago del Estero,2025-09-01,51.12
Tierra del Fuego,2025-09-01,34.793
Tucumán,2025-09-01,160.397
Buenos Aires,2025-10-01,1958.681
C.A.B.A.,2025-10-01,1500.889
Catamarca,2025-10-01,35.444
Chaco,2025-10-01,71.437
Chubut,2025-10-01,91.438
Corrientes,2025-10-01,77.991
Córdoba,2025-10-01,519.694
Entre Ríos,2025-10-01,135.632
Formosa,2025-10-01,22.32
Jujuy,2025-10-01,58.513
La Pampa,2025-10-01,38.747
La Rioja,2025-10-01,28.533
Mendoza,2025-10-01,243.491
Misiones,2025-10-01,99.258
Neuquén,2025-10-01,148.398
Río Negro,2025-10-01,111.684
Salta,2025-10-01,121.135
San Juan,2025-10-01,81.118
San Luis,2025-10-01,51.809
Santa Cruz,2025-10-01,51.32
Santa Fe,2025-10-01,509.536
Santiago del Estero,2025-10-01,51.2
Tierra del Fuego,2025-10-01,34.243
