jurisdiccion,subrubro,tipo_fila,fecha,anio,exportaciones_millones_usd,provisorio,la_rioja_region
Buenos Aires,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,474.444294,FALSE,1. Resto país
Buenos Aires,Pescados y mariscos elaborados,subrubro,2021-01-01,2021,168.64503,FALSE,1. Resto país
Buenos Aires,Pescados y mariscos sin elaborar,subrubro,2021-01-01,2021,277.392733,FALSE,1. Resto país
Buenos Aires,Pieles y cueros,subrubro,2021-01-01,2021,273.80732,FALSE,1. Resto país
Buenos Aires,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,174.4422,FALSE,1. Resto país
Buenos Aires,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,350.011398,FALSE,1. Resto país
Buenos Aires,Productos lácteos,subrubro,2021-01-01,2021,193.045414,FALSE,1. Resto país
Buenos Aires,Productos químicos y conexos,subrubro,2021-01-01,2021,2261.566612,FALSE,1. Resto país
Buenos Aires,Residuos y desperdicios de la industria alimentaria,subrubro,2021-01-01,2021,3387.156786,FALSE,1. Resto país
Buenos Aires,Resto de MOA,subrubro,2021-01-01,2021,168.346979,FALSE,1. Resto país
Buenos Aires,Resto de combustibles,subrubro,2021-01-01,2021,221.919413,FALSE,1. Resto país
Buenos Aires,Resto de productos,subrubro,2021-01-01,2021,758.058351,FALSE,1. Resto país
Buenos Aires,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,999.530002,FALSE,1. Resto país
Buenos Aires,Total,total,2021-01-01,2021,28026.429085,FALSE,1. Resto país
C.A.B.A.,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,3.425592,FALSE,1. Resto país
C.A.B.A.,Carnes y sus preparados,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
C.A.B.A.,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,14.264315,FALSE,1. Resto país
C.A.B.A.,"Papel, cartón, impresos y publicaciones",subrubro,2021-01-01,2021,7.603919,FALSE,1. Resto país
C.A.B.A.,Pieles y cueros,subrubro,2021-01-01,2021,17.558877,FALSE,1. Resto país
C.A.B.A.,Productos químicos y conexos,subrubro,2021-01-01,2021,234.935208,FALSE,1. Resto país
C.A.B.A.,Resto de MOA,subrubro,2021-01-01,2021,6.305698,FALSE,1. Resto país
C.A.B.A.,Resto de MOI,subrubro,2021-01-01,2021,1.932126,FALSE,1. Resto país
C.A.B.A.,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
C.A.B.A.,Total,total,2021-01-01,2021,305.154587,FALSE,1. Resto país
Catamarca,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Catamarca,Cereales,subrubro,2021-01-01,2021,23.418421,FALSE,2. NOA-Resto
Catamarca,Grasas y aceites,subrubro,2021-01-01,2021,3.332418,FALSE,2. NOA-Resto
Catamarca,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,1.554271,FALSE,2. NOA-Resto
Catamarca,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2021-01-01,2021,33.77168,FALSE,2. NOA-Resto
Catamarca,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,1.475023,FALSE,2. NOA-Resto
Catamarca,Productos químicos y conexos,subrubro,2021-01-01,2021,79.084461,FALSE,2. NOA-Resto
Catamarca,Resto de MOA,subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Catamarca,Resto de productos,subrubro,2021-01-01,2021,3.836486,FALSE,2. NOA-Resto
Catamarca,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,7.845281,FALSE,2. NOA-Resto
Catamarca,Total,total,2021-01-01,2021,158.818898,FALSE,2. NOA-Resto
Chaco,Cereales,subrubro,2021-01-01,2021,185.65662,FALSE,1. Resto país
Chaco,Extractos curtientes y tintóreos,subrubro,2021-01-01,2021,64.149267,FALSE,1. Resto país
Chaco,Fibras de algodón,subrubro,2021-01-01,2021,62.252595,FALSE,1. Resto país
Chaco,Resto de productos,subrubro,2021-01-01,2021,9.633166,FALSE,1. Resto país
Chaco,Resto de productos primarios,subrubro,2021-01-01,2021,24.038082,FALSE,1. Resto país
Chaco,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,73.493839,FALSE,1. Resto país
Chaco,Total,total,2021-01-01,2021,419.22357,FALSE,1. Resto país
Chubut,Carburantes,subrubro,2021-01-01,2021,3.42368,FALSE,1. Resto país
Chubut,Frutas frescas,subrubro,2021-01-01,2021,7.935453,FALSE,1. Resto país
Chubut,Lanas elaboradas,subrubro,2021-01-01,2021,82.695188,FALSE,1. Resto país
Chubut,Lanas sucias,subrubro,2021-01-01,2021,35.889408,FALSE,1. Resto país
Chubut,Metales comunes y sus manufacturas,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Chubut,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Chubut,Pescados y mariscos elaborados,subrubro,2021-01-01,2021,14.250401,FALSE,1. Resto país
Chubut,Pescados y mariscos sin elaborar,subrubro,2021-01-01,2021,735.340996,FALSE,1. Resto país
Chubut,Petróleo crudo,subrubro,2021-01-01,2021,889.00865,FALSE,1. Resto país
Chubut,Pieles y cueros,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Chubut,Resto de productos,subrubro,2021-01-01,2021,9.286645,FALSE,1. Resto país
Chubut,Total,total,2021-01-01,2021,2338.418477,FALSE,1. Resto país
Corrientes,"Café, té, yerba mate y especias",subrubro,2021-01-01,2021,14.801113,FALSE,1. Resto país
Corrientes,Cereales,subrubro,2021-01-01,2021,118.027229,FALSE,1. Resto país
Corrientes,Frutas frescas,subrubro,2021-01-01,2021,32.465818,FALSE,1. Resto país
Corrientes,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Corrientes,Productos químicos y conexos,subrubro,2021-01-01,2021,40.812204,FALSE,1. Resto país
Corrientes,Resto de MOA,subrubro,2021-01-01,2021,68.491788,FALSE,1. Resto país
Corrientes,Resto de productos,subrubro,2021-01-01,2021,6.459672,FALSE,1. Resto país
Corrientes,Resto de productos primarios,subrubro,2021-01-01,2021,12.510547,FALSE,1. Resto país
Corrientes,Tabaco sin elaborar,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Corrientes,Textiles y confecciones,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Corrientes,Total,total,2021-01-01,2021,297.558386,FALSE,1. Resto país
Córdoba,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,54.517782,FALSE,1. Resto país
Córdoba,Carnes y sus preparados,subrubro,2021-01-01,2021,90.965641,FALSE,1. Resto país
Córdoba,Caucho y sus manufacturas,subrubro,2021-01-01,2021,26.491199,FALSE,1. Resto país
Córdoba,Cereales,subrubro,2021-01-01,2021,3676.62265,FALSE,1. Resto país
Córdoba,Extractos curtientes y tintóreos,subrubro,2021-01-01,2021,120.856626,FALSE,1. Resto país
Córdoba,Grasas y aceites,subrubro,2021-01-01,2021,1461.791529,FALSE,1. Resto país
Córdoba,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,25.765845,FALSE,1. Resto país
Córdoba,Material de transporte terrestre,subrubro,2021-01-01,2021,1080.773564,FALSE,1. Resto país
Córdoba,Materias plásticas y sus manufacturas,subrubro,2021-01-01,2021,36.912086,FALSE,1. Resto país
Córdoba,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,264.006454,FALSE,1. Resto país
Córdoba,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,62.942121,FALSE,1. Resto país
Córdoba,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,137.737272,FALSE,1. Resto país
Córdoba,Productos lácteos,subrubro,2021-01-01,2021,375.428806,FALSE,1. Resto país
Córdoba,Productos químicos y conexos,subrubro,2021-01-01,2021,275.654084,FALSE,1. Resto país
Córdoba,Residuos y desperdicios de la industria alimentaria,subrubro,2021-01-01,2021,2321.271392,FALSE,1. Resto país
Córdoba,Resto de MOA,subrubro,2021-01-01,2021,19.046337,FALSE,1. Resto país
Córdoba,Resto de MOI,subrubro,2021-01-01,2021,61.86115,FALSE,1. Resto país
Córdoba,Resto de productos,subrubro,2021-01-01,2021,104.750761,FALSE,1. Resto país
Córdoba,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,1559.940481,FALSE,1. Resto país
Córdoba,Total,total,2021-01-01,2021,11757.33578,FALSE,1. Resto país
Entre Ríos,Carnes y sus preparados,subrubro,2021-01-01,2021,379.630364,FALSE,1. Resto país
Entre Ríos,Cereales,subrubro,2021-01-01,2021,734.329675,FALSE,1. Resto país
Entre Ríos,Frutas frescas,subrubro,2021-01-01,2021,45.404498,FALSE,1. Resto país
Entre Ríos,Miel,subrubro,2021-01-01,2021,18.157257,FALSE,1. Resto país
Entre Ríos,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,13.057277,FALSE,1. Resto país
Entre Ríos,"Papel, cartón, impresos y publicaciones",subrubro,2021-01-01,2021,15.721905,FALSE,1. Resto país
Entre Ríos,Pieles y cueros,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Entre Ríos,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,9.393601,FALSE,1. Resto país
Entre Ríos,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,36.071197,FALSE,1. Resto país
Entre Ríos,Productos lácteos,subrubro,2021-01-01,2021,61.550979,FALSE,1. Resto país
Entre Ríos,Productos químicos y conexos,subrubro,2021-01-01,2021,89.618505,FALSE,1. Resto país
Entre Ríos,Resto de MOA,subrubro,2021-01-01,2021,67.55087,FALSE,1. Resto país
Entre Ríos,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Entre Ríos,Resto de productos primarios,subrubro,2021-01-01,2021,24.310346,FALSE,1. Resto país
Entre Ríos,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,126.733754,FALSE,1. Resto país
Entre Ríos,Total,total,2021-01-01,2021,1681.15706,FALSE,1. Resto país
Formosa,Cereales,subrubro,2021-01-01,2021,20.809102,FALSE,1. Resto país
Formosa,Extractos curtientes y tintóreos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Formosa,Fibras de algodón,subrubro,2021-01-01,2021,1.962753,FALSE,1. Resto país
Formosa,Otros productos de origen animal,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Formosa,Resto de productos,subrubro,2021-01-01,2021,2.278706,FALSE,1. Resto país
Formosa,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,0.72812,FALSE,1. Resto país
Formosa,Total,total,2021-01-01,2021,32.093297,FALSE,1. Resto país
Jujuy,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Jujuy,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,19.001917,FALSE,2. NOA-Resto
Jujuy,"Minerales metalíferos, escorias y cenizas",subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Jujuy,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Jujuy,Productos químicos y conexos,subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Jujuy,Resto de productos,subrubro,2021-01-01,2021,53.018408,FALSE,2. NOA-Resto
Jujuy,Resto de productos primarios,subrubro,2021-01-01,2021,14.319198,FALSE,2. NOA-Resto
Jujuy,Tabaco sin elaborar,subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Jujuy,Total,total,2021-01-01,2021,529.794674,FALSE,2. NOA-Resto
La Pampa,Carnes y sus preparados,subrubro,2021-01-01,2021,132.949814,FALSE,1. Resto país
La Pampa,Cereales,subrubro,2021-01-01,2021,544.864074,FALSE,1. Resto país
La Pampa,Grasas y aceites,subrubro,2021-01-01,2021,12.07407,FALSE,1. Resto país
La Pampa,"Manufacturas de piedra, yeso, vidrio, etc.",subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
La Pampa,Miel,subrubro,2021-01-01,2021,23.015313,FALSE,1. Resto país
La Pampa,Petróleo crudo,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
La Pampa,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
La Pampa,Resto de productos primarios,subrubro,2021-01-01,2021,2.493261,FALSE,1. Resto país
La Pampa,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,117.771308,FALSE,1. Resto país
La Pampa,Total,total,2021-01-01,2021,838.479351,FALSE,1. Resto país
La Rioja,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,12.670469,FALSE,3. La Rioja
La Rioja,Frutas frescas,subrubro,2021-01-01,2021,5.463998,FALSE,3. La Rioja
La Rioja,Frutas secas o procesadas,subrubro,2021-01-01,2021,3.320271,FALSE,3. La Rioja
La Rioja,Grasas y aceites,subrubro,2021-01-01,2021,30.618064,FALSE,3. La Rioja
La Rioja,Materias plásticas y sus manufacturas,subrubro,2021-01-01,2021,0.757524,FALSE,3. La Rioja
La Rioja,"Papel, cartón, impresos y publicaciones",subrubro,2021-01-01,2021,60.023983,FALSE,3. La Rioja
La Rioja,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,40.391057000000004,FALSE,3. La Rioja
La Rioja,Productos químicos y conexos,subrubro,2021-01-01,2021,NA,FALSE,3. La Rioja
La Rioja,Resto de productos,subrubro,2021-01-01,2021,5.350543,FALSE,3. La Rioja
La Rioja,Textiles y confecciones,subrubro,2021-01-01,2021,NA,FALSE,3. La Rioja
La Rioja,Total,total,2021-01-01,2021,165.270261,FALSE,3. La Rioja
Mendoza,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,815.867838,FALSE,1. Resto país
Mendoza,Carburantes,subrubro,2021-01-01,2021,24.547792,FALSE,1. Resto país
Mendoza,Frutas frescas,subrubro,2021-01-01,2021,51.191114,FALSE,1. Resto país
Mendoza,Frutas secas o procesadas,subrubro,2021-01-01,2021,50.864725,FALSE,1. Resto país
Mendoza,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Mendoza,Grasas y aceites,subrubro,2021-01-01,2021,45.919373,FALSE,1. Resto país
Mendoza,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,113.059579,FALSE,1. Resto país
Mendoza,Materias plásticas y sus manufacturas,subrubro,2021-01-01,2021,107.287942,FALSE,1. Resto país
Mendoza,Metales comunes y sus manufacturas,subrubro,2021-01-01,2021,34.25062,FALSE,1. Resto país
Mendoza,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,30.170376,FALSE,1. Resto país
Mendoza,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,194.469539,FALSE,1. Resto país
Mendoza,Productos químicos y conexos,subrubro,2021-01-01,2021,51.523988,FALSE,1. Resto país
Mendoza,Resto de combustibles,subrubro,2021-01-01,2021,27.620716,FALSE,1. Resto país
Mendoza,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Mendoza,Total,total,2021-01-01,2021,1612.6677,FALSE,1. Resto país
Misiones,"Café, té, yerba mate y especias",subrubro,2021-01-01,2021,137.346058,FALSE,1. Resto país
Misiones,Cereales,subrubro,2021-01-01,2021,5.463878,FALSE,1. Resto país
Misiones,Frutas frescas,subrubro,2021-01-01,2021,4.469873,FALSE,1. Resto país
Misiones,"Papel, cartón, impresos y publicaciones",subrubro,2021-01-01,2021,151.344532,FALSE,1. Resto país
Misiones,Resto de MOA,subrubro,2021-01-01,2021,116.091035,FALSE,1. Resto país
Misiones,Resto de MOI,subrubro,2021-01-01,2021,10.519334,FALSE,1. Resto país
Misiones,Resto de productos,subrubro,2021-01-01,2021,4.050638,FALSE,1. Resto país
Misiones,Tabaco sin elaborar,subrubro,2021-01-01,2021,36.051591,FALSE,1. Resto país
Misiones,Total,total,2021-01-01,2021,465.336938,FALSE,1. Resto país
Neuquén,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,4.886308,FALSE,1. Resto país
Neuquén,Carburantes,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Neuquén,Frutas frescas,subrubro,2021-01-01,2021,30.960119,FALSE,1. Resto país
Neuquén,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2021-01-01,2021,111.018899,FALSE,1. Resto país
Neuquén,Petróleo crudo,subrubro,2021-01-01,2021,585.895514,FALSE,1. Resto país
Neuquén,Productos químicos y conexos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Neuquén,Resto de productos,subrubro,2021-01-01,2021,7.210013,FALSE,1. Resto país
Neuquén,Resto de productos primarios,subrubro,2021-01-01,2021,5.669376,FALSE,1. Resto país
Neuquén,Total,total,2021-01-01,2021,784.186598,FALSE,1. Resto país
Río Negro,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,0.071146,FALSE,1. Resto país
Río Negro,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,8.580236,FALSE,1. Resto país
Río Negro,Carnes y sus preparados,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Río Negro,Frutas frescas,subrubro,2021-01-01,2021,241.561482,FALSE,1. Resto país
Río Negro,Frutas secas o procesadas,subrubro,2021-01-01,2021,9.706781,FALSE,1. Resto país
Río Negro,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Río Negro,Lanas sucias,subrubro,2021-01-01,2021,4.509669,FALSE,1. Resto país
Río Negro,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,1.432258,FALSE,1. Resto país
Río Negro,Pescados y mariscos elaborados,subrubro,2021-01-01,2021,1.929108,FALSE,1. Resto país
Río Negro,Pescados y mariscos sin elaborar,subrubro,2021-01-01,2021,16.878944,FALSE,1. Resto país
Río Negro,Petróleo crudo,subrubro,2021-01-01,2021,60.992277,FALSE,1. Resto país
Río Negro,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,44.948636,FALSE,1. Resto país
Río Negro,Resto de productos,subrubro,2021-01-01,2021,4.280126,FALSE,1. Resto país
Río Negro,Resto de productos primarios,subrubro,2021-01-01,2021,8.718228,FALSE,1. Resto país
Río Negro,Total,total,2021-01-01,2021,434.165388,FALSE,1. Resto país
Salta,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,25.158421,FALSE,2. NOA-Resto
Salta,Carburantes,subrubro,2021-01-01,2021,30.49278,FALSE,2. NOA-Resto
Salta,Cereales,subrubro,2021-01-01,2021,322.541167,FALSE,2. NOA-Resto
Salta,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,313.650494,FALSE,2. NOA-Resto
Salta,Petróleo crudo,subrubro,2021-01-01,2021,NA,FALSE,2. NOA-Resto
Salta,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2021-01-01,2021,167.558442,FALSE,2. NOA-Resto
Salta,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,13.064632,FALSE,2. NOA-Resto
Salta,Productos químicos y conexos,subrubro,2021-01-01,2021,53.082084,FALSE,2. NOA-Resto
Salta,Resto de productos,subrubro,2021-01-01,2021,89.015284,FALSE,2. NOA-Resto
Salta,Resto de productos primarios,subrubro,2021-01-01,2021,14.82464,FALSE,2. NOA-Resto
Salta,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,68.080398,FALSE,2. NOA-Resto
Salta,Tabaco sin elaborar,subrubro,2021-01-01,2021,165.402812,FALSE,2. NOA-Resto
Salta,Total,total,2021-01-01,2021,1262.871152,FALSE,2. NOA-Resto
San Juan,"Bebidas, líquidos alcohólicos y vinagre",subrubro,2021-01-01,2021,20.478221,FALSE,1. Resto país
San Juan,Frutas secas o procesadas,subrubro,2021-01-01,2021,45.354634,FALSE,1. Resto país
San Juan,Grasas y aceites,subrubro,2021-01-01,2021,33.913919,FALSE,1. Resto país
San Juan,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,37.236712,FALSE,1. Resto país
San Juan,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
San Juan,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,59.986449,FALSE,1. Resto país
San Juan,Productos químicos y conexos,subrubro,2021-01-01,2021,49.549597,FALSE,1. Resto país
San Juan,Resto de MOI,subrubro,2021-01-01,2021,25.899967,FALSE,1. Resto país
San Juan,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
San Juan,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,10.114414,FALSE,1. Resto país
San Juan,Total,total,2021-01-01,2021,1205.76132,FALSE,1. Resto país
San Luis,Carnes y sus preparados,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
San Luis,Cereales,subrubro,2021-01-01,2021,353.584365,FALSE,1. Resto país
San Luis,"Manufacturas de piedra, yeso, vidrio, etc.",subrubro,2021-01-01,2021,16.485773,FALSE,1. Resto país
San Luis,Materias plásticas y sus manufacturas,subrubro,2021-01-01,2021,45.592904,FALSE,1. Resto país
San Luis,Metales comunes y sus manufacturas,subrubro,2021-01-01,2021,7.777787,FALSE,1. Resto país
San Luis,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
San Luis,"Papel, cartón, impresos y publicaciones",subrubro,2021-01-01,2021,37.576964,FALSE,1. Resto país
San Luis,"Preparados de hortalizas, legumbres y frutas",subrubro,2021-01-01,2021,45.427836,FALSE,1. Resto país
San Luis,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,26.872364,FALSE,1. Resto país
San Luis,Productos químicos y conexos,subrubro,2021-01-01,2021,18.848762,FALSE,1. Resto país
San Luis,Residuos y desperdicios de la industria alimentaria,subrubro,2021-01-01,2021,8.725629,FALSE,1. Resto país
San Luis,Resto de MOA,subrubro,2021-01-01,2021,6.465287,FALSE,1. Resto país
San Luis,Resto de productos,subrubro,2021-01-01,2021,51.79348,FALSE,1. Resto país
San Luis,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,50.223772,FALSE,1. Resto país
San Luis,Total,total,2021-01-01,2021,849.810948,FALSE,1. Resto país
Santa Cruz,Carnes y sus preparados,subrubro,2021-01-01,2021,18.192122,FALSE,1. Resto país
Santa Cruz,Frutas frescas,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Santa Cruz,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Santa Cruz,"Minerales metalíferos, escorias y cenizas",subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos elaborados,subrubro,2021-01-01,2021,17.285124,FALSE,1. Resto país
Santa Cruz,Pescados y mariscos sin elaborar,subrubro,2021-01-01,2021,253.808539,FALSE,1. Resto país
Santa Cruz,Petróleo crudo,subrubro,2021-01-01,2021,164.494324,FALSE,1. Resto país
Santa Cruz,"Piedras, metales preciosos y sus manufacturas, monedas",subrubro,2021-01-01,2021,1472.257869,FALSE,1. Resto país
Santa Cruz,Resto de MOI,subrubro,2021-01-01,2021,4.739568,FALSE,1. Resto país
Santa Cruz,Resto de productos,subrubro,2021-01-01,2021,2.941707,FALSE,1. Resto país
Santa Cruz,Total,total,2021-01-01,2021,2125.738586,FALSE,1. Resto país
Santa Fe,Carburantes,subrubro,2021-01-01,2021,92.118761,FALSE,1. Resto país
Santa Fe,Carnes y sus preparados,subrubro,2021-01-01,2021,787.839729,FALSE,1. Resto país
Santa Fe,Caucho y sus manufacturas,subrubro,2021-01-01,2021,58.264406,FALSE,1. Resto país
Santa Fe,Cereales,subrubro,2021-01-01,2021,1686.774249,FALSE,1. Resto país
Santa Fe,Extractos curtientes y tintóreos,subrubro,2021-01-01,2021,46.263388,FALSE,1. Resto país
Santa Fe,Grasas y aceites,subrubro,2021-01-01,2021,4416.925705,FALSE,1. Resto país
Santa Fe,Material de transporte terrestre,subrubro,2021-01-01,2021,223.758482,FALSE,1. Resto país
Santa Fe,Metales comunes y sus manufacturas,subrubro,2021-01-01,2021,150.425013,FALSE,1. Resto país
Santa Fe,Miel,subrubro,2021-01-01,2021,32.511603,FALSE,1. Resto país
Santa Fe,"Máquinas y aparatos, material eléctrico",subrubro,2021-01-01,2021,388.444492,FALSE,1. Resto país
Santa Fe,Pieles y cueros,subrubro,2021-01-01,2021,131.449919,FALSE,1. Resto país
Santa Fe,Productos de molinería y sus preparaciones,subrubro,2021-01-01,2021,263.007806,FALSE,1. Resto país
Santa Fe,Productos lácteos,subrubro,2021-01-01,2021,508.488328,FALSE,1. Resto país
Santa Fe,Productos químicos y conexos,subrubro,2021-01-01,2021,1460.28997,FALSE,1. Resto país
Santa Fe,Residuos y desperdicios de la industria alimentaria,subrubro,2021-01-01,2021,6928.977532,FALSE,1. Resto país
Santa Fe,Resto de MOA,subrubro,2021-01-01,2021,21.733364,FALSE,1. Resto país
Santa Fe,Resto de productos,subrubro,2021-01-01,2021,121.607462,FALSE,1. Resto país
Santa Fe,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,601.460412,FALSE,1. Resto país
Santa Fe,Total,total,2021-01-01,2021,17920.340618,FALSE,1. Resto país
Santiago del Estero,Carnes y sus preparados,subrubro,2021-01-01,2021,54.844257,FALSE,2. NOA-Resto
Santiago del Estero,Cereales,subrubro,2021-01-01,2021,925.095255,FALSE,2. NOA-Resto
Santiago del Estero,Fibras de algodón,subrubro,2021-01-01,2021,89.00899,FALSE,2. NOA-Resto
Santiago del Estero,Hortalizas y legumbres sin elaborar,subrubro,2021-01-01,2021,80.711729,FALSE,2. NOA-Resto
Santiago del Estero,Miel,subrubro,2021-01-01,2021,2.989573,FALSE,2. NOA-Resto
Santiago del Estero,Pieles y cueros,subrubro,2021-01-01,2021,2.701384,FALSE,2. NOA-Resto
Santiago del Estero,Resto de productos,subrubro,2021-01-01,2021,7.028892,FALSE,2. NOA-Resto
Santiago del Estero,Resto de productos primarios,subrubro,2021-01-01,2021,1.315964,FALSE,2. NOA-Resto
Santiago del Estero,Semillas y frutos oleaginosos,subrubro,2021-01-01,2021,224.572837,FALSE,2. NOA-Resto
Santiago del Estero,Total,total,2021-01-01,2021,1388.268882,FALSE,2. NOA-Resto
Tierra del Fuego,Gas de petróleo y otros hidrocarburos gaseosos,subrubro,2021-01-01,2021,80.307028,FALSE,1. Resto país
Tierra del Fuego,Materias plásticas y sus manufacturas,subrubro,2021-01-01,2021,34.15595,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos elaborados,subrubro,2021-01-01,2021,25.246864,FALSE,1. Resto país
Tierra del Fuego,Pescados y mariscos sin elaborar,subrubro,2021-01-01,2021,48.64681,FALSE,1. Resto país
Tierra del Fuego,Petróleo crudo,subrubro,2021-01-01,2021,147.860067,FALSE,1. Resto país
Tierra del Fuego,Residuos y desperdicios de la industria alimentaria,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Tierra del Fuego,Resto de MOA,subrubro,2021-01-01,2021,3.563743,FALSE,1. Resto país
Tierra del Fuego,Resto de productos,subrubro,2021-01-01,2021,NA,FALSE,1. Resto país
Tierra del Fuego,Total,total,2021-01-01,2021,352.100673,FALSE,1. Resto país
Tucumán,"Azúcar, cacao y artículos de confitería",subrubro,2021-01-01,2021,81.183167,FALSE,2. NOA-Resto
Tucumán,Cereales,subrubro,2021-01-01,2021,79.132294,FALSE,2. NOA-Resto
Tucumán,Frutas frescas,subrubro,2021-01-01,2021,168.240279,FALSE,2. NOA-Resto
