CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA
TQRMNORPPHJKKSCDEFKID00635153;3;2019;4;1;82;40000;40000;1;1214;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;921
TQRMNORXXHLOLRCDEHJGH00637480;3;2019;23;1;66;24000;12000;1;276;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;263
TQRMNOPQXHLMLSCDEHJGH00637580;3;2019;23;1;66;41000;4100;1;237;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;10;3;7;1;;4;1;;3;1;1;1;;1;1;1;1;2;1;2;2;3;5;1;0;0;232
TQRMNOPRPHLMLSCDEHJGH00637535;3;2019;23;1;66;20000;2857,14;1;225;4;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;7;0;7;1;;4;1;;3;1;1;1;;1;1;1;1;1;2;2;2;3;5;0;0;0;232
TQRMNOPSSHLNLTCDEHJGH00637477;3;2019;23;3;66;6500;2166,67;1;230;1;1;2;0;1;2;2;2;0;2;0;6;;2;;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;1;;6;1;;4;2;1;1;;1;2;1;1;2;2;2;1;2;98;0;0;0;232
TQRMNORUYHLNLTCDEHJGH00637622;3;2019;23;1;66;37200;6200;1;230;3;2;2;0;1;2;2;1;1;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;2;4;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;2;0;3;0;0;0;232
TQRMNOQXWHLLKRCDEHNHB00637964;3;2019;27;1;70;40000;40000;1;271;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;268
TQRMNOPTRHLNKMCDEGNFJ00636848;3;2019;17;1;58;19000;6333,33;1;239;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;240
TQRMNOPSYHLMKRCDEFNFF00635617;3;2019;7;1;54;34000;17000;1;349;4;2;2;0;1;2;2;2;0;2;0;1;;4;Cocina electrica;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;254
TQRMNORWVHLMKRCDEFNFF00635686;3;2019;7;1;54;67000;13400;1;282;4;3;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;2;0;0;0;254
